budget_year,department,fund_code,account_type,account_category,amount
FY13-14,Fire Department,1010,Expense,,16580
FY13-14,Fire Department,1010,Expense,,12060
FY13-14,Fire Department,1010,Expense,,-800
FY13-14,Fire Department,1010,Expense,,45240
FY13-14,Fire Department,1010,Expense,,500
FY13-14,Fire Department,1010,Expense,,24340
FY13-14,Fire Department,1010,Expense,,30000
FY13-14,Fire Department,1010,Expense,,820
FY13-14,Fire Department,1010,Expense,,-50
FY13-14,Fire Department,1010,Expense,,1500
FY13-14,Fire Department,1010,Expense,,2250
FY13-14,Fire Department,1010,Expense,,1300
FY13-14,Fire Department,1010,Expense,,2000
FY13-14,Fire Department,1010,Expense,,1130
FY13-14,Fire Department,1010,Expense,,210
FY13-14,Fire Department,1010,Expense,,26343
FY13-14,Fire Department,1010,Expense,,143
FY13-14,Fire Department,1010,Expense,,805
FY13-14,Fire Department,1010,Expense,,2092
FY13-14,Fire Department,1010,Expense,,8516
FY13-14,Fire Department,1010,Expense,,10938
FY13-14,Fire Department,1010,Expense,,13445
FY13-14,Fire Department,2250,Expense,,79030
FY13-14,Fire Department,2250,Expense,,429
FY13-14,Fire Department,2250,Expense,,2416
FY13-14,Fire Department,2250,Expense,,6275
FY13-14,Fire Department,2250,Expense,,25548
FY13-14,Fire Department,2250,Expense,,32813
FY13-14,Fire Department,2250,Expense,,40336
FY13-14,Fire Department,1010,Expense,,180126
FY13-14,Fire Department,1010,Expense,,5413
FY13-14,Fire Department,1010,Expense,,49772
FY13-14,Fire Department,1010,Expense,,62762
FY13-14,Fire Department,1010,Expense,,85867
FY13-14,Fire Department,1010,Expense,,2620
FY13-14,Fire Department,1010,Expense,,1840
FY13-14,Fire Department,1010,Expense,,1920
FY13-14,Fire Department,1010,Expense,,16330
FY13-14,Fire Department,1010,Expense,,11560
FY13-14,Fire Department,1010,Expense,,25000
FY13-14,Fire Department,1010,Expense,,10000
FY13-14,Fire Department,1010,Expense,,800
FY13-14,Fire Department,1010,Expense,,860
FY13-14,Fire Department,1010,Expense,,20000
FY13-14,Fire Department,1010,Expense,,5000
FY13-14,Fire Department,1010,Expense,,330
FY13-14,Fire Department,1010,Expense,,2950
FY13-14,Fire Department,1010,Expense,,2150
FY13-14,Fire Department,1010,Expense,,100
FY13-14,Fire Department,1010,Expense,,3100
FY13-14,Fire Department,1010,Expense,,2650
FY13-14,Fire Department,1010,Expense,,9800
FY13-14,Fire Department,1010,Expense,,510
FY13-14,Fire Department,1010,Expense,,16096
FY13-14,Fire Department,2123,Expense,,5550
FY13-14,Fire Department,2123,Expense,,75771
FY13-14,Fire Department,2123,Expense,,56372
FY13-14,Fire Department,2123,Expense,,56539
FY13-14,Fire Department,2123,Expense,,246511
FY13-14,Fire Department,2123,Expense,,65264
FY13-14,Fire Department,2123,Expense,,51413
FY13-14,Fire Department,2123,Expense,,90492
FY13-14,Fire Department,2123,Expense,,34819
FY13-14,Fire Department,2123,Expense,,1534
FY13-14,Fire Department,2123,Expense,,15577
FY13-14,Fire Department,2123,Expense,,18034
FY13-14,Fire Department,2123,Expense,,20938
FY13-14,Fire Department,2123,Expense,,14206
FY13-14,Fire Department,2123,Expense,,15623
FY13-14,Fire Department,2123,Expense,,68118
FY13-14,Fire Department,2123,Expense,,1934
FY13-14,Fire Department,2123,Expense,,26402
FY13-14,Fire Department,2123,Expense,,85894
FY13-14,Fire Department,2123,Expense,,17914
FY13-14,Fire Department,2123,Expense,,19700
FY13-14,Fire Department,2123,Expense,,19642
FY13-14,Fire Department,2123,Expense,,22740
FY13-14,Fire Department,2123,Expense,,2646
FY13-14,Fire Department,2123,Expense,,26952
FY13-14,Fire Department,2123,Expense,,36121
FY13-14,Fire Department,2123,Expense,,33810
FY13-14,Fire Department,2123,Expense,,26873
FY13-14,Fire Department,2123,Expense,,124526
FY13-14,Fire Department,2123,Expense,,24509
FY13-14,Fire Department,2123,Expense,,3393
FY13-14,Fire Department,2123,Expense,,1306
FY13-14,Fire Department,2123,Expense,,2900
FY13-14,Fire Department,2146,Expense,,28273
FY13-14,Fire Department,2146,Expense,,1804
FY13-14,Fire Department,2146,Expense,,7812
FY13-14,Fire Department,2146,Expense,,9851
FY13-14,Fire Department,2146,Expense,,13478
FY13-14,Fire Department,2160,Expense,,46800
FY13-14,Fire Department,2160,Expense,,3627
FY13-14,Fire Department,2160,Expense,,1755
FY13-14,Fire Department,1010,Expense,,132432
FY13-14,Fire Department,1010,Expense,,36593
FY13-14,Fire Department,1010,Expense,,46144
FY13-14,Fire Department,1010,Expense,,63131
FY13-14,Fire Department,1010,Expense,,20000
FY13-14,Fire Department,1010,Expense,,5000
FY13-14,Fire Department,1010,Expense,,600
FY13-14,Fire Department,1010,Expense,,148960
FY13-14,Fire Department,1010,Expense,,40000
FY13-14,Fire Department,1010,Expense,,8000
FY13-14,Fire Department,1010,Expense,,-1600
FY13-14,Fire Department,1010,Expense,,1000
FY13-14,Fire Department,1010,Expense,,3000
FY13-14,Fire Department,1010,Expense,,2000
FY13-14,Fire Department,1010,Expense,,2000
FY13-14,Fire Department,1010,Expense,,30000
FY13-14,Fire Department,1010,Expense,,200
FY13-14,Fire Department,1150,Expense,,9275
FY13-14,Fire Department,1150,Expense,,2563
FY13-14,Fire Department,1150,Expense,,3232
FY13-14,Fire Department,1150,Expense,,4421
FY13-14,Fire Department,1150,Expense,,1322
FY13-14,Fire Department,2190,Expense,,2759
FY13-14,Fire Department,2190,Expense,,214
FY13-14,Fire Department,2190,Expense,,103
FY13-14,Fire Department,2190,Expense,,6060
FY13-14,Fire Department,2190,Expense,,15516
FY13-14,Fire Department,1010,Expense,,1614024
FY13-14,Fire Department,1010,Expense,,13728
FY13-14,Fire Department,1010,Expense,,5753
FY13-14,Fire Department,1010,Expense,,5523
FY13-14,Fire Department,1010,Expense,,5523
FY13-14,Fire Department,1010,Expense,,56303
FY13-14,Fire Department,1010,Expense,,128144
FY13-14,Fire Department,1010,Expense,,4603
FY13-14,Fire Department,1010,Expense,,521777
FY13-14,Fire Department,1010,Expense,,679769
FY13-14,Fire Department,1010,Expense,,823775
FY13-14,Fire Department,1010,Expense,,74580
FY13-14,Fire Department,1010,Expense,,15000
FY13-14,Fire Department,1010,Expense,,12000
FY13-14,Fire Department,1010,Expense,,94430
FY13-14,Fire Department,1010,Expense,,66500
FY13-14,Fire Department,1010,Expense,,22000
FY13-14,Fire Department,1010,Expense,,35760
FY13-14,Fire Department,1010,Expense,,35000
FY13-14,Fire Department,1010,Expense,,9000
FY13-14,Fire Department,1010,Expense,,3000
FY13-14,Fire Department,1010,Expense,,6000
FY13-14,Fire Department,1010,Expense,,32000
FY13-14,Fire Department,1010,Expense,,200
FY13-14,Fire Department,2123,Expense,,56341
FY13-14,Fire Department,2123,Expense,,572
FY13-14,Fire Department,2123,Expense,,1722
FY13-14,Fire Department,2123,Expense,,4473
FY13-14,Fire Department,2123,Expense,,18214
FY13-14,Fire Department,2123,Expense,,23470
FY13-14,Fire Department,2123,Expense,,28756
FY13-14,Fire Department,2124,Expense,,126995
FY13-14,Fire Department,2124,Expense,,84240
FY13-14,Fire Department,2124,Expense,,572
FY13-14,Fire Department,2124,Expense,,41055
FY13-14,Fire Department,2124,Expense,,48664
FY13-14,Fire Department,2124,Expense,,6528
FY13-14,Fire Department,2124,Expense,,64817
FY13-14,Fire Department,2124,Expense,,3159
FY13-14,Fire Department,1010,Expense,,46935
FY13-14,Fire Department,1010,Expense,,87608
FY13-14,Fire Department,1010,Expense,,572
FY13-14,Fire Department,1010,Expense,,8474
FY13-14,Fire Department,1010,Expense,,6956
FY13-14,Fire Department,1010,Expense,,12969
FY13-14,Fire Department,1010,Expense,,28322
FY13-14,Fire Department,1010,Expense,,16354
FY13-14,Fire Department,1010,Expense,,38076
FY13-14,Fire Department,1010,Expense,,22374
FY13-14,Fire Department,1010,Expense,,44714
FY13-14,Fire Department,1010,Expense,,20032
FY13-14,Fire Department,1010,Expense,,4000
FY13-14,Fire Department,1010,Expense,,10000
FY13-14,Fire Department,1010,Expense,,5000
FY13-14,Fire Department,1010,Expense,,3000
FY13-14,Fire Department,1010,Expense,,3000
FY13-14,Fire Department,1010,Expense,,-1300
FY13-14,Fire Department,1010,Expense,,254710
FY13-14,Fire Department,1010,Expense,,278150
FY13-14,Fire Department,1010,Expense,,4100
FY13-14,Fire Department,1010,Expense,,36000
FY13-14,Fire Department,1010,Expense,,2200
FY13-14,Fire Department,1010,Expense,,1500
FY13-14,Fire Department,1010,Expense,,3083146
FY13-14,Fire Department,2250,Expense,,365777
FY13-14,Fire Department,2250,Expense,,65782
FY13-14,Fire Department,2250,Expense,,101072
FY13-14,Fire Department,2250,Expense,,127450
FY13-14,Fire Department,2250,Expense,,179467
FY13-14,Fire Department,2250,Expense,,2467
FY13-14,Fire Department,2250,Expense,,20003
FY13-14,Fire Department,2250,Expense,,16500
FY13-14,Fire Department,2250,Expense,,26276
FY13-14,Fire Department,2250,Expense,,700
FY13-14,Fire Department,2250,Expense,,8900
FY13-14,Fire Department,2250,Expense,,60140
FY13-14,Fire Department,2250,Expense,,394532
FY13-14,Fire Department,2250,Expense,,16660
FY13-14,Fire Department,2250,Expense,,17000
FY13-14,Fire Department,2250,Expense,,32000
FY13-14,Fire Department,2250,Expense,,25000
FY13-14,Fire Department,2250,Expense,,500
FY13-14,Fire Department,2250,Expense,,670
FY13-14,Fire Department,2250,Expense,,1681
FY13-14,Fire Department,2250,Expense,,3720
FY13-14,Fire Department,2250,Expense,,6350
FY13-14,Fire Department,2250,Expense,,59495
FY13-14,Fire Department,2412,Expense,,80367
FY13-14,Fire Department,2412,Expense,,22207
FY13-14,Fire Department,2412,Expense,,28003
FY13-14,Fire Department,2412,Expense,,38312
FY13-14,Fire Department,2412,Expense,,11458
FY13-14,Fire Department,2124,Expense,,42296
FY13-14,Fire Department,2124,Expense,,11687
FY13-14,Fire Department,2124,Expense,,14737
FY13-14,Fire Department,2124,Expense,,20163
FY13-14,Fire Department,2160,Expense,,350000
FY13-14,Fire Department,2160,Expense,,523515
FY13-14,Fire Department,2160,Expense,,80000
FY13-14,Public Works,1100,Expense,,4524821
FY13-14,Public Works,1720,Expense,,200000
FY13-14,Public Works,2310,Expense,,327904
FY13-14,Public Works,3100,Expense,,2001863
FY13-14,Public Works,4100,Expense,,479025
FY13-14,Public Works,4400,Expense,,32701
FY13-14,Public Works,7760,Expense,,284179
FY13-14,Public Works,7760,Expense,,8400
FY13-14,Public Works,7760,Expense,,78526
FY13-14,Public Works,7760,Expense,,99019
FY13-14,Public Works,7760,Expense,,135470
FY13-14,Public Works,7760,Expense,,15000
FY13-14,Public Works,7760,Expense,,5000
FY13-14,Public Works,7760,Expense,,17000
FY13-14,Public Works,7760,Expense,,300
FY13-14,Public Works,7760,Expense,,100
FY13-14,Public Works,7760,Expense,,-5000
FY13-14,Public Works,7760,Expense,,60000
FY13-14,Public Works,7760,Expense,,5000
FY13-14,Public Works,7760,Expense,,1500
FY13-14,Public Works,7760,Expense,,5000
FY13-14,Public Works,7760,Expense,,6000
FY13-14,Public Works,7760,Expense,,15000
FY13-14,Public Works,7760,Expense,,7000
FY13-14,Public Works,7760,Expense,,20000
FY13-14,Public Works,7760,Expense,,4000
FY13-14,Public Works,7760,Expense,,3500
FY13-14,Public Works,7760,Expense,,5000
FY13-14,Public Works,7760,Expense,,3000
FY13-14,Public Works,7760,Expense,,20000
FY13-14,Public Works,7760,Expense,,3000
FY13-14,Public Works,7760,Expense,,324388
FY13-14,Public Works,7760,Expense,,2754
FY13-14,Public Works,7760,Expense,,4200
FY13-14,Public Works,7760,Expense,,73700
FY13-14,Public Works,7760,Expense,,2703
FY13-14,Public Works,7760,Expense,,5647
FY13-14,Public Works,7760,Expense,,68551
FY13-14,Public Works,7760,Expense,,73339
FY13-14,Public Works,7760,Expense,,483298
FY13-14,Public Works,7760,Expense,,-8880683
FY13-14,Public Works,7760,Expense,,-191038
FY13-14,Public Works,1150,Expense,,85649
FY13-14,Public Works,1150,Expense,,1463
FY13-14,Public Works,1150,Expense,,23666
FY13-14,Public Works,1150,Expense,,29843
FY13-14,Public Works,1150,Expense,,40829
FY13-14,Public Works,1150,Expense,,20661
FY13-14,Public Works,1150,Expense,,22103
FY13-14,Public Works,7760,Expense,,674114
FY13-14,Public Works,7760,Expense,,10000
FY13-14,Public Works,7760,Expense,,7688
FY13-14,Public Works,7760,Expense,,186274
FY13-14,Public Works,7760,Expense,,234887
FY13-14,Public Works,7760,Expense,,321355
FY13-14,Public Works,7760,Expense,,15000
FY13-14,Public Works,7760,Expense,,3000
FY13-14,Public Works,7760,Expense,,2000
FY13-14,Public Works,7760,Expense,,15000
FY13-14,Public Works,7760,Expense,,5000
FY13-14,Public Works,7760,Expense,,5000
FY13-14,Public Works,7760,Expense,,3000
FY13-14,Public Works,7760,Expense,,8000
FY13-14,Public Works,7760,Expense,,1000
FY13-14,Public Works,7760,Expense,,1000
FY13-14,Public Works,7760,Expense,,500
FY13-14,Public Works,7760,Expense,,10000
FY13-14,Public Works,7760,Expense,,4000
FY13-14,Public Works,7760,Expense,,500
FY13-14,Public Works,7760,Expense,,3500
FY13-14,Public Works,7760,Expense,,500
FY13-14,Public Works,7760,Expense,,5000
FY13-14,Public Works,7760,Expense,,500
FY13-14,Public Works,7760,Expense,,14989
FY13-14,Public Works,7760,Expense,,2500
FY13-14,Public Works,7760,Expense,,164503
FY13-14,Public Works,7760,Expense,,175992
FY13-14,Public Works,5321,Expense,,64082
FY13-14,Public Works,5321,Expense,,17708
FY13-14,Public Works,5321,Expense,,22329
FY13-14,Public Works,5321,Expense,,30549
FY13-14,Public Works,5321,Expense,,15458
FY13-14,Public Works,5321,Expense,,16538
FY13-14,Public Works,5321,Expense,,-166664
FY13-14,Public Works,7760,Expense,,734488
FY13-14,Public Works,7760,Expense,,4200
FY13-14,Public Works,7760,Expense,,6797
FY13-14,Public Works,7760,Expense,,650
FY13-14,Public Works,7760,Expense,,202957
FY13-14,Public Works,7760,Expense,,255922
FY13-14,Public Works,7760,Expense,,350136
FY13-14,Public Works,7760,Expense,,13680
FY13-14,Public Works,7760,Expense,,5750
FY13-14,Public Works,7760,Expense,,9470
FY13-14,Public Works,7760,Expense,,1410
FY13-14,Public Works,7760,Expense,,2740
FY13-14,Public Works,7760,Expense,,3650
FY13-14,Public Works,7760,Expense,,2500
FY13-14,Public Works,7760,Expense,,650
FY13-14,Public Works,7760,Expense,,3880
FY13-14,Public Works,7760,Expense,,15000
FY13-14,Public Works,7760,Expense,,3340
FY13-14,Public Works,7760,Expense,,310
FY13-14,Public Works,7760,Expense,,170
FY13-14,Public Works,7760,Expense,,6060
FY13-14,Public Works,7760,Expense,,350
FY13-14,Public Works,7760,Expense,,7640
FY13-14,Public Works,7760,Expense,,1530
FY13-14,Public Works,7760,Expense,,3113
FY13-14,Public Works,7760,Expense,,810
FY13-14,Public Works,7760,Expense,,7160
FY13-14,Public Works,7760,Expense,,177177
FY13-14,Public Works,7760,Expense,,189551
FY13-14,Public Works,1720,Expense,,76356
FY13-14,Public Works,1720,Expense,,2436
FY13-14,Public Works,1720,Expense,,21100
FY13-14,Public Works,1720,Expense,,26606
FY13-14,Public Works,1720,Expense,,36400
FY13-14,Public Works,1720,Expense,,18419
FY13-14,Public Works,1720,Expense,,19706
FY13-14,Public Works,2230,Expense,,32737
FY13-14,Public Works,2230,Expense,,9046
FY13-14,Public Works,2230,Expense,,11407
FY13-14,Public Works,2230,Expense,,15606
FY13-14,Public Works,2230,Expense,,7897
FY13-14,Public Works,2230,Expense,,8449
FY13-14,Public Works,3100,Expense,,66112
FY13-14,Public Works,3100,Expense,,1650
FY13-14,Public Works,3100,Expense,,18268
FY13-14,Public Works,3100,Expense,,23036
FY13-14,Public Works,3100,Expense,,31516
FY13-14,Public Works,3100,Expense,,15948
FY13-14,Public Works,3100,Expense,,17062
FY13-14,Public Works,7760,Expense,,32737
FY13-14,Public Works,7760,Expense,,9046
FY13-14,Public Works,7760,Expense,,11407
FY13-14,Public Works,7760,Expense,,15606
FY13-14,Public Works,7760,Expense,,5000
FY13-14,Public Works,7760,Expense,,5000
FY13-14,Public Works,7760,Expense,,2500
FY13-14,Public Works,7760,Expense,,2500
FY13-14,Public Works,7760,Expense,,7897
FY13-14,Public Works,7760,Expense,,8449
FY13-14,Public Works,7760,Expense,,142215
FY13-14,Public Works,7760,Expense,,4200
FY13-14,Public Works,7760,Expense,,39297
FY13-14,Public Works,7760,Expense,,49553
FY13-14,Public Works,7760,Expense,,67795
FY13-14,Public Works,7760,Expense,,1000
FY13-14,Public Works,7760,Expense,,322000
FY13-14,Public Works,7760,Expense,,67000
FY13-14,Public Works,7760,Expense,,200
FY13-14,Public Works,7760,Expense,,1800
FY13-14,Public Works,7760,Expense,,50000
