"Account.Description","LOBName","ProgramName","OperatingUnitDescription","FundDescription","Total"
"EMPLOYEE TRAVEL REIMBURSEMENT","Drainage Administration","STRMWTR CONSTR/INDUSTR PERMIT","DRAINAGE CITY OPERATIONS","STORMWATER DRAINAGE",12000
"EMPLOYEE TRAVEL REIMBURSEMENT","Fire Administration","FIRE BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",1500
"EMPLOYEE TRAVEL REIMBURSEMENT","Fire Administration","FIRE EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",5000
"EMPLOYEE TRAVEL REIMBURSEMENT","Fire Prevention","PUBLIC SAFETY EDUCATION","GENERAL OPERATIONS-UASN","GENERAL FUND",1000
"EMPLOYEE TRAVEL REIMBURSEMENT","General Services Admin","GEN SERVICES EXEC LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",1500
"EMPLOYEE TRAVEL REIMBURSEMENT","General Services Fleet Svcs","GEN SVCS FLEET ADVISORY","FLEET SERVICES","FLEET SERVICES",239
"EMPLOYEE TRAVEL REIMBURSEMENT","General Services Fleet Svcs","GEN SVCS FLEET REFUELING","FLEET SERVICES","FLEET SERVICES",341
"EMPLOYEE TRAVEL REIMBURSEMENT","General Services Fleet Svcs","GEN SVCS FLEET SVCS SUPPORT","FLEET SERVICES","FLEET SERVICES",457
"EMPLOYEE TRAVEL REIMBURSEMENT","General Services Fleet Svcs","GEN SVCS VEHICLE & EQUIP MAINT","FLEET SERVICES","FLEET SERVICES",4000
"EMPLOYEE TRAVEL REIMBURSEMENT","Information Technology Admin","IT BUSINESS SERVICES","INFORMATION TECHNOLOGY","INFORMATION TECHNOLOGY",20000
"EMPLOYEE TRAVEL REIMBURSEMENT","Mayors Office","MAYOR","GENERAL OPERATIONS-UASN","GENERAL FUND",24000
"EMPLOYEE TRAVEL REIMBURSEMENT","Municipal Counselor Admin","MUN COUN EXEC LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",7614
"EMPLOYEE TRAVEL REIMBURSEMENT","Official City Records","CLERK AGENDA MANAGEMENT","GENERAL OPERATIONS-UASN","GENERAL FUND",1707
"EMPLOYEE TRAVEL REIMBURSEMENT","Official City Records","CLERK BIDDING","GENERAL OPERATIONS-UASN","GENERAL FUND",1050
"EMPLOYEE TRAVEL REIMBURSEMENT","Official City Records","CLERK RECORDS MANAGEMENT","GENERAL OPERATIONS-UASN","GENERAL FUND",2050
"EMPLOYEE TRAVEL REIMBURSEMENT","Parks Administration","PARKS EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",6337
"EMPLOYEE TRAVEL REIMBURSEMENT","Parks Civic Center","PERFORMANCE SUPPORT","GENERAL OPERATIONS-UASN","GENERAL FUND",7775
"EMPLOYEE TRAVEL REIMBURSEMENT","Personnel Administration","HR BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",300
"EMPLOYEE TRAVEL REIMBURSEMENT","Planning Admin","PLANNING EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",6000
"EMPLOYEE TRAVEL REIMBURSEMENT","Police Chiefs Office","POLICE EXEC LEADERSHIP","ENFRCMT & TRN-POLICE-RSTR","COURT ADMIN & TRAINING",10000
"EMPLOYEE TRAVEL REIMBURSEMENT","Police Investigations","POLICE INVESTIGATIONS","ENFRCMT & TRN-POLICE-RSTR","COURT ADMIN & TRAINING",5000
"EMPLOYEE TRAVEL REIMBURSEMENT","Police Investigations","POLICE INVESTIGATIONS SUPPORT","POLICE SALES TAX-RSTR","POLICE",5000
"EMPLOYEE TRAVEL REIMBURSEMENT","Police Investigations","POLICE SPECIAL INVESTIGATIONS","STATE ASSET FORF-RSTR","ASSET FORFEITURE",30000
"EMPLOYEE TRAVEL REIMBURSEMENT","Police Operational","POLICE PATROL","ENFRCMT & TRN-POLICE-RSTR","COURT ADMIN & TRAINING",20000
"EMPLOYEE TRAVEL REIMBURSEMENT","Police Operational","POLICE PATROL","GENERAL OPERATIONS-UASN","GENERAL FUND",24000
"EMPLOYEE TRAVEL REIMBURSEMENT","Police Operational","POLICE PATROL","STATE ASSET FORF-RSTR","ASSET FORFEITURE",10000
"EMPLOYEE TRAVEL REIMBURSEMENT","Police Public Safety Support","POLICE TRAINING","ENFRCMT & TRN-POLICE-RSTR","COURT ADMIN & TRAINING",5000
"EMPLOYEE TRAVEL REIMBURSEMENT","Policy & Executive Leadership","CM Office of Sustainability","GENERAL OPERATIONS-UASN","GENERAL FUND",2500
"EMPLOYEE TRAVEL REIMBURSEMENT","Probation","COURTS JUVENILE PROBATION COMM","JUV JUSTICE-RSTR","GENERAL FUND",6000
"EMPLOYEE TRAVEL REIMBURSEMENT","Public Information & Marketing","PUBLIC INFORMATION & MARKETING","GENERAL OPERATIONS-UASN","GENERAL FUND",2000
"EMPLOYEE TRAVEL REIMBURSEMENT","Public Works Administration","PUB WORKS EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",1006
"EMPLOYEE TRAVEL REIMBURSEMENT","Risk Management","WORKERS COMP AND SAFETY","RISK MANAGEMENT","RISK MANAGEMENT",6000
"EMPLOYEE TRAVEL REIMBURSEMENT","Street & Drainage Maint","DRAINAGE","DRAINAGE CITY OPERATIONS","STORMWATER DRAINAGE",1000
"EMPLOYEE TRAVEL REIMBURSEMENT","Street & Drainage Maint","STREETS","GENERAL OPERATIONS-UASN","GENERAL FUND",11072
"EMPLOYEE TRAVEL REIMBURSEMENT","Street & Drainage Maint","TRAFFIC OPERATIONS","GENERAL OPERATIONS-UASN","GENERAL FUND",500
"EMPLOYEE TRAVEL REIMBURSEMENT","Traffic","TRAFFIC AND TRANSPORTATION","GENERAL OPERATIONS-UASN","GENERAL FUND",1000
"EMPLOYEE TRAVEL REIMBURSEMENT","Traffic","TRAFFIC ENGINEERING","GENERAL OPERATIONS-UASN","GENERAL FUND",1000
"EMPLOYEE TRAVEL REIMBURSEMENT","Urban Design And Planning","COMPREHENSIVE PLANNING","GENERAL OPERATIONS-UASN","GENERAL FUND",3000
"EMPLOYEE TRAVEL REIMBURSEMENT","Urban Redevelopment","PLANNING URBAN REDEV PLANNING","GENERAL OPERATIONS-UASN","GENERAL FUND",2000
"EMPLOYEE TRAVEL REIMBURSEMENT","UTILITIES ADMIN LOB","UTILITIES BUSINESS SERVICES","WASTEWATER CITY OPERATIONS","WATER UTILITIES",8000
"EMPLOYEE TRAVEL REIMBURSEMENT","UTILITIES ADMIN LOB","UTILITIES BUSINESS SERVICES","WATER CITY OPERATIONS","WATER UTILITIES",19500
"EMPLOYEE TRAVEL REIMBURSEMENT","UTILITIES SOLID WASTE LOB","UTILITIES SW QUAL CONTROL SUPP","SOLID WASTE CASH ACCOUNT","SOLID WASTE MANAGEMENT",2500
"EMPLOYEE TUITION REIMBURSEMENT","Fire Administration","FIRE BUSINESS SERVICES","FIRE SALES TAX-RSTR","FIRE",4000
"EMPLOYEE TUITION REIMBURSEMENT","Fire Administration","FIRE BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",16000
"EMPLOYEE TUITION REIMBURSEMENT","Non-Departmental - Operating","NON-DEPARTMENTAL - OPERATING","GENERAL OPERATIONS-UASN","GENERAL FUND",40000
"EMPLOYEE TUITION REIMBURSEMENT","Police Investigations","POLICE SPECIAL INVESTIGATIONS","GENERAL OPERATIONS-UASN","GENERAL FUND",15000
"EMPLOYEE TUITION REIMBURSEMENT","Police Operational","POLICE PATROL","POLICE SALES TAX-RSTR","POLICE",11985
"EMPLOYEE TUITION REIMBURSEMENT","Police Operational","POLICE TRAFFIC SAFETY","POLICE SALES TAX-RSTR","POLICE",1332
"EMPLOYER'S FICA EXPENSE","Dev Svcs Special Purpose","DEV SVCS SPECIAL PURPOSE","ANML WLFR STERILIZATION-CMTD","SPECIAL PURPOSE",622
"EMPLOYER'S FICA EXPENSE","Parks Recreation","GENERAL RECREATION","GENERAL OPERATIONS-UASN","GENERAL FUND",-2295
"EMPLOYER'S FICA EXPENSE","Police Admin Bureau-E911","TRAINING & RECRUITING","POLICE SALES TAX-RSTR","POLICE",16956
"EMPLOYER'S FICA EXPENSE","Police Chiefs Office","POLICE BUSINESS SERVICES","STATE ASSET FORF-RSTR","ASSET FORFEITURE",1530
"EMPLOYER'S FICA EXPENSE","Police Chiefs Office","POLICE HUMAN RESOURCES","STATE ASSET FORF-RSTR","ASSET FORFEITURE",13470
"EMPLOYER'S FICA EXPENSE","Police Operational","POLICE CRIME PREVENT AND AWARE","GENERAL OPERATIONS-UASN","GENERAL FUND",4392
"EQUIPMENT","CIP-City Clerk","CIP-CITY CLERK","CAPITAL IMPROVEMENT-ASGN","CAPITAL IMPROVEMENT",35614
"EQUIPMENT","CIP-City Manager","CIP-CITY MANAGER","CAPITAL IMPROVEMENT-ASGN","CAPITAL IMPROVEMENT",48737
"EQUIPMENT","CIP-City Manager","PRINT SHOP CIP","CAPITAL IMPROVEMENT-ASGN","CAPITAL IMPROVEMENT",1450
"EQUIPMENT","CIP-Finance","CIP-FINANCE","CAPITAL IMPROVEMENT-ASGN","CAPITAL IMPROVEMENT",3000
"EQUIPMENT","CIP-General Services","CIP-GENERAL SERVICES","CAPITAL IMPROVEMENT-ASGN","CAPITAL IMPROVEMENT",7363
"EQUIPMENT","CIP-General Services","FLEET SERVICES CIP","CAPITAL IMPROVEMENT-ASGN","CAPITAL IMPROVEMENT",85
"EQUIPMENT","CIP-Information Technology","CIP-INFORMATION TECHNOLOGY","CAPITAL IMPROVEMENT-ASGN","CAPITAL IMPROVEMENT",11631
"EQUIPMENT","CIP-Municipal Counselor","CIP-MUNICIPAL COUNSELOR","CAPITAL IMPROVEMENT-ASGN","CAPITAL IMPROVEMENT",18480
"EQUIPMENT","CIP-Parks &Recreation","CIP-PARKS &  RECREATION","CAPITAL IMPROVEMENT-ASGN","CAPITAL IMPROVEMENT",185900
"EQUIPMENT","DEVELOPMENT SERVICES CIP","DEVELOPMENT SERVICES CIP","CAPITAL IMPROVEMENT-ASGN","CAPITAL IMPROVEMENT",190121
"EQUIPMENT","Drainage Administration","HOUSEHOLD HAZARDOUS WASTE","DRAINAGE CITY OPERATIONS","STORMWATER DRAINAGE",20000
"EQUIPMENT","Fire Operations","EMERGENCY MEDICAL SERVICES","FIRE SALES TAX-RSTR","FIRE",620000
"EQUIPMENT","IT MAPS 3 Use Tax","IT MAPS 3 Use Tax","MAPS 3 USE TAX CAP PROJ-CMTD","MAPS3 USE TAX",2000000
"EQUIPMENT","IT-City & Schools Use Tax","IT-City & Schools Use Tax","CITY/SCHOOL USE TAX-ASGN","CITY/SCHOOLS USE TAX",1084846
"EQUIPMENT","MAPS 3 Capital","Police MAPS 3 Capital","MAPS 3 USE TAX CAP PROJ-CMTD","MAPS3 USE TAX",183384
"EQUIPMENT","Public Works - CIP","CIP-PUBLIC WORKS","CAPITAL IMPROVEMENT-ASGN","CAPITAL IMPROVEMENT",587158
"EQUIPMENT","Street & Drainage Maint","DRAINAGE","DRAINAGE CITY OPERATIONS","STORMWATER DRAINAGE",440290
"FACILITY SERVICES CONTRACT","Community Development","PLANNING COMMUNITY SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",190000
"FEASIBILITY_STUDY","CIP-Parks &Recreation","CIP-PARKS &  RECREATION","CAPITAL IMPROVEMENT-ASGN","CAPITAL IMPROVEMENT",114000
"FEDERAL LEGISLATIVE CONSULTANT","Non-Departmental - Operating","NON-DEPARTMENTAL - OPERATING","GENERAL OPERATIONS-UASN","GENERAL FUND",107000
"FERTILIZER","Parks Grounds Management","PARKS AND GROUNDS MAINTENANCE","GENERAL OPERATIONS-UASN","GENERAL FUND",65459
"FINGERPRINT SUPPLIES","Police Investigations","POLICE INVESTIGATIONS SUPPORT","GENERAL OPERATIONS-UASN","GENERAL FUND",6000
"FIRE HOSE","Support Services","FIRE MAINTENANCE SERVICES","FIRE SALES TAX-RSTR","FIRE",30000
"FOOD","Drainage Administration","STRMWTR  PUBLIC OUTREACH","DRAINAGE CITY OPERATIONS","STORMWATER DRAINAGE",1000
"FOOD","Fire Administration","FIRE EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",5000
"FUEL","Airport Maintenance","AIRPORTS FUEL","AIRPORTS CITY OPERATIONS","AIRPORTS",161000
"FUEL","General Services Fleet Svcs","GEN SVCS FLEET REFUELING","FLEET SERVICES","FLEET SERVICES",4910478
"FUEL","Parks Grounds Management","PARKS AND GROUNDS MAINTENANCE","GENERAL OPERATIONS-UASN","GENERAL FUND",650
"FUEL","Police Investigations","POLICE SPECIAL INVESTIGATIONS","STATE ASSET FORF-RSTR","ASSET FORFEITURE",206409
"FUEL","Police Operational","POLICE PATROL","GENERAL OPERATIONS-UASN","GENERAL FUND",198170
"FUEL","Support Services","FIRE MAINTENANCE SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",1018368
"FUEL","UTILITIES CUST SERVICE LOB","UTILITIES FIELD SUPPORT","WASTEWATER CITY OPERATIONS","WATER UTILITIES",1150
"FUEL","UTILITIES CUST SERVICE LOB","UTILITIES FIELD SUPPORT","WATER CITY OPERATIONS","WATER UTILITIES",3850
"FUEL","UTILITIES LINE MAINT LOB","UTILITIES LM FLEET OPERATIONS","WASTEWATER CITY OPERATIONS","WATER UTILITIES",462380
"FUEL","UTILITIES LINE MAINT LOB","UTILITIES LM FLEET OPERATIONS","WATER CITY OPERATIONS","WATER UTILITIES",462380
"FUEL","UTILITIES SOLID WASTE LOB","UTILITIES SOLID WASTE","SOLID WASTE CASH ACCOUNT","SOLID WASTE MANAGEMENT",1204800
"FUEL","UTILITIES WATER QUALITY LOB","UTILITIES HEFNER TREATMENT","WATER CITY OPERATIONS","WATER UTILITIES",1500
"FUEL","UTILITIES WATER QUALITY LOB","UTILITIES RAW WATER","WATER CITY OPERATIONS","WATER UTILITIES",3000
"FUEL","UTILITIES WATER QUALITY LOB","UTILITIES TRUST PROPERTY MAINT","WATER CITY OPERATIONS","WATER UTILITIES",93000
"FUNDRAISING MATERIALS","Public Information & Marketing","CM EMPLOYEE COMMUNICATION","GENERAL OPERATIONS-UASN","GENERAL FUND",500
"FURNITURE & FIXTURES","CIP-Finance","CIP-FINANCE","CAPITAL IMPROVEMENT-ASGN","CAPITAL IMPROVEMENT",8393
"FURNITURE & FIXTURES","CIP-Non-Departmental","CIP-NONDEPARTMENTAL","CAPITAL IMPROVEMENT-ASGN","CAPITAL IMPROVEMENT",102950
"FURNITURE & FIXTURES","Code Enforcement","VACANT AND ABANDONED BUILDINGS","GENERAL OPERATIONS-UASN","GENERAL FUND",11000
"GRAFFITI REMOVAL MATERIALS","Street & Drainage Maint","GRAFFITI REMOVAL","GENERAL OPERATIONS-UASN","GENERAL FUND",40862
"GRAPHICS SUPPLIES","Airport Maintenance","AIRPORTS BUILDING MAINTENANCE","AIRPORTS CITY OPERATIONS","AIRPORTS",500
"GRAPHICS SUPPLIES","Airport Maintenance","AIRPORTS EQUIP MAINTENANCE","AIRPORTS CITY OPERATIONS","AIRPORTS",100
"GRAPHICS SUPPLIES","Fire Special Purpose","FIRE SPECIAL PURPOSE EXPENSES","FIRE DEPT DONATIONS-RSTR","SPECIAL PURPOSE",1000
"GROUNDS IMPROVEMENT","Airport General Aviation","OPERATIONS GENERAL AVIATION","AIRPORTS CITY OPERATIONS","AIRPORTS",4000
"GROUNDS IMPROVEMENT","Street & Drainage Maint","STREETS","GENERAL OPERATIONS-UASN","GENERAL FUND",5000
"GROUNDS IMPROVEMENT","UTILITIES WASTEWATER QUAL LOB","UTILITIES LIFT STATION","WASTEWATER CITY OPERATIONS","WATER UTILITIES",18500
"HEALTH AND WELFARE INSURANCE","Administration","BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",23186
"HEALTH AND WELFARE INSURANCE","Administration","EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",23186
"HEALTH AND WELFARE INSURANCE","Airport Administration","AIRPORTS BUSINESS SERVICES","AIRPORTS CITY OPERATIONS","AIRPORTS",115930
"HEALTH AND WELFARE INSURANCE","Airport Administration","AIRPORTS EXEC LEADERSHIP","AIRPORTS CITY OPERATIONS","AIRPORTS",92164
"HEALTH AND WELFARE INSURANCE","Airport Administration","AIRPORTS PUBLIC INFORMATION","AIRPORTS CITY OPERATIONS","AIRPORTS",23766
"HEALTH AND WELFARE INSURANCE","Airport Commercial Aviation","AIRFIELD OPERATIONS COMMERCIAL","AIRPORTS CITY OPERATIONS","AIRPORTS",92744
"HEALTH AND WELFARE INSURANCE","Airport Commercial Aviation","AIRPORTS SAFETY SECURITY INSP","AIRPORTS CITY OPERATIONS","AIRPORTS",23186
"HEALTH AND WELFARE INSURANCE","Airport Commercial Aviation","RUNWAYS & TAXIWAYS COMMERCIAL","AIRPORTS CITY OPERATIONS","AIRPORTS",150709
"HEALTH AND WELFARE INSURANCE","Airport General Aviation","GROUNDS GENERAL AVIATION","AIRPORTS CITY OPERATIONS","AIRPORTS",34779
"HEALTH AND WELFARE INSURANCE","Airport General Aviation","OPERATIONS GENERAL AVIATION","AIRPORTS CITY OPERATIONS","AIRPORTS",69558
"HEALTH AND WELFARE INSURANCE","Airport Maintenance","AIRPORTS BUILDING MAINTENANCE","AIRPORTS CITY OPERATIONS","AIRPORTS",208674
"HEALTH AND WELFARE INSURANCE","Airport Maintenance","AIRPORTS EQUIP MAINTENANCE","AIRPORTS CITY OPERATIONS","AIRPORTS",92744
"HEALTH AND WELFARE INSURANCE","Airport Maintenance","AIRPORTS FUEL","AIRPORTS CITY OPERATIONS","AIRPORTS",81151
"HEALTH AND WELFARE INSURANCE","Airport Maintenance","AIRPORTS GROUNDS MAINTENANCE","AIRPORTS CITY OPERATIONS","AIRPORTS",150709
"HEALTH AND WELFARE INSURANCE","Airport Property Mgt & Dev","AIRPORTS ARC & ENG PLANNING","AIRPORTS CITY OPERATIONS","AIRPORTS",81151
"HEALTH AND WELFARE INSURANCE","Airport Property Mgt & Dev","AIRPORTS CONSTRUCTION","AIRPORTS CITY OPERATIONS","AIRPORTS",69558
"HEALTH AND WELFARE INSURANCE","Airport Property Mgt & Dev","AIRPORTS FACILITY & LEASE ADMN","AIRPORTS CITY OPERATIONS","AIRPORTS",104337
"HEALTH AND WELFARE INSURANCE","Animal Welfare","ANIMAL CONTROL","GENERAL OPERATIONS-UASN","GENERAL FUND",231745
"HEALTH AND WELFARE INSURANCE","Animal Welfare","ANIMAL SHELTER","GENERAL OPERATIONS-UASN","GENERAL FUND",289710
"HEALTH AND WELFARE INSURANCE","Animal Welfare","VETERINARY SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",81381
"HEALTH AND WELFARE INSURANCE","Audit Services","AUDIT SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",83470
"HEALTH AND WELFARE INSURANCE","Benefits","HR HEALTH AND WELFARE BENEFITS","GENERAL OPERATIONS-UASN","GENERAL FUND",61443
"HEALTH AND WELFARE INSURANCE","Benefits","HR RETIREMENT SAVINGS","GENERAL OPERATIONS-UASN","GENERAL FUND",580
"HEALTH AND WELFARE INSURANCE","City Auditors Office","AUDITOR BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",12173
"HEALTH AND WELFARE INSURANCE","City Auditors Office","AUDITOR EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",4057
"HEALTH AND WELFARE INSURANCE","City Clerks Office","CLERK BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",8577
"HEALTH AND WELFARE INSURANCE","City Clerks Office","CLERK EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",464
"HEALTH AND WELFARE INSURANCE","City Manager MAPS Office","MAPS3","MAPS3 USE TAX-CMTD","MAPS3 USE TAX",114192
"HEALTH AND WELFARE INSURANCE","City Manager MAPS Office","OCMAPS SCHOOL CONSTRUCTION","CITY/SCHOOLS SALES TAX-RSTR","CITY/SCHOOLS SALES TAX",68977
"HEALTH AND WELFARE INSURANCE","City Manager MAPS Office","OCMAPS SUBURBAN SCHOOLS","CITY/SCHOOLS SALES TAX-RSTR","CITY/SCHOOLS SALES TAX",2319
"HEALTH AND WELFARE INSURANCE","City Managers Office","CITY MANAGER BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",4637
"HEALTH AND WELFARE INSURANCE","City Treasury","REVENUE COLLECTION","GENERAL OPERATIONS-UASN","GENERAL FUND",84049
"HEALTH AND WELFARE INSURANCE","City Treasury","TREASURY","GENERAL OPERATIONS-UASN","GENERAL FUND",37678
"HEALTH AND WELFARE INSURANCE","Civil Litigation","MUN COUN CIVIL LITIGATION","GENERAL OPERATIONS-UASN","GENERAL FUND",142710
"HEALTH AND WELFARE INSURANCE","Code Enforcement","CODE INSPECTIONS","GENERAL OPERATIONS-UASN","GENERAL FUND",376772
"HEALTH AND WELFARE INSURANCE","Code Enforcement","NUISANCE ABATEMENT","GENERAL OPERATIONS-UASN","GENERAL FUND",110134
"HEALTH AND WELFARE INSURANCE","Code Enforcement","VACANT AND ABANDONED BUILDINGS","GENERAL OPERATIONS-UASN","GENERAL FUND",115930
"HEALTH AND WELFARE INSURANCE","Community Development","NEIGHBORHOOD REVITALIZATION","DEPT OF HSG & URB DEVEL-RSTR","GRANTS MANAGEMENT",131581
"HEALTH AND WELFARE INSURANCE","Community Development","PLANNING COMMUNITY SERVICES","DEPT OF HSG & URB DEVEL-RSTR","GRANTS MANAGEMENT",26664
"HEALTH AND WELFARE INSURANCE","Community Development","PLANNING COMMUNITY SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",11593
"HEALTH AND WELFARE INSURANCE","COMMUNITY ENHANCEMENT","Community Development","GENERAL OPERATIONS-UASN","GENERAL FUND",15073
"HEALTH AND WELFARE INSURANCE","COMMUNITY ENHANCEMENT","Economic Development","GENERAL OPERATIONS-UASN","GENERAL FUND",18548
"HEALTH AND WELFARE INSURANCE","COMMUNITY ENHANCEMENT","Tourism Development","GENERAL OPERATIONS-UASN","GENERAL FUND",9274
"HEALTH AND WELFARE INSURANCE","Council Support","CITY COUNCIL","GENERAL OPERATIONS-UASN","GENERAL FUND",46372
"HEALTH AND WELFARE INSURANCE","Court Operations","COURT FACILITY OPERATIONS","GENERAL OPERATIONS-UASN","GENERAL FUND",25505
"HEALTH AND WELFARE INSURANCE","Court Operations","COURTS COURTHOUSE SECURITY","GENERAL OPERATIONS-UASN","GENERAL FUND",31883
"HEALTH AND WELFARE INSURANCE","Court Operations","COURTS COURTHOUSE SECURITY","JUV JUSTICE-RSTR","GENERAL FUND",5796
"HEALTH AND WELFARE INSURANCE","Court Services","COURT CASE SUPPORT","GENERAL OPERATIONS-UASN","GENERAL FUND",329243
"HEALTH AND WELFARE INSURANCE","Court Services","COURT CASE SUPPORT","JUV JUSTICE-RSTR","GENERAL FUND",10434
"HEALTH AND WELFARE INSURANCE","Court Services","COURTS ENFORCEMENT & INVESTIGA","GENERAL OPERATIONS-UASN","GENERAL FUND",121147
"HEALTH AND WELFARE INSURANCE","Court Services","COURTS ENFORCEMENT & INVESTIGA","JUV JUSTICE-RSTR","GENERAL FUND",5797
"HEALTH AND WELFARE INSURANCE","Court Services","COURTS FINANCIAL PROCESSING","GENERAL OPERATIONS-UASN","GENERAL FUND",180848
"HEALTH AND WELFARE INSURANCE","Court Services","COURTS FINANCIAL PROCESSING","JUV JUSTICE-RSTR","GENERAL FUND",1159
"HEALTH AND WELFARE INSURANCE","Courts Administration","COURTS BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",34778
"HEALTH AND WELFARE INSURANCE","Courts Administration","COURTS EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",17389
"HEALTH AND WELFARE INSURANCE","Criminal Justice","MUN COUN POLICE COURTS LEGAL","GENERAL OPERATIONS-UASN","GENERAL FUND",12405
"HEALTH AND WELFARE INSURANCE","Criminal Justice","MUN COUN PROSECUTION","GENERAL OPERATIONS-UASN","GENERAL FUND",121960
"HEALTH AND WELFARE INSURANCE","Criminal Justice","MUN COUN PROSECUTION","JUV JUSTICE-RSTR","GENERAL FUND",16811
"HEALTH AND WELFARE INSURANCE","Current Planning","CODE ADMINISTRATION","GENERAL OPERATIONS-UASN","GENERAL FUND",104337
"HEALTH AND WELFARE INSURANCE","Development Center","CONSTRUCTION INSPECTIONS","GENERAL OPERATIONS-UASN","GENERAL FUND",528641
"HEALTH AND WELFARE INSURANCE","Development Center","PERMITS","GENERAL OPERATIONS-UASN","GENERAL FUND",227223
"HEALTH AND WELFARE INSURANCE","Development Center","PLAN REVIEW","GENERAL OPERATIONS-UASN","GENERAL FUND",229541
"HEALTH AND WELFARE INSURANCE","Drainage Administration","ENVIRONMENTAL","DRAINAGE CITY OPERATIONS","STORMWATER DRAINAGE",70718
"HEALTH AND WELFARE INSURANCE","Drainage Administration","HOUSEHOLD HAZARDOUS WASTE","DRAINAGE CITY OPERATIONS","STORMWATER DRAINAGE",82310
"HEALTH AND WELFARE INSURANCE","Drainage Administration","STRMWTR  PUBLIC OUTREACH","DRAINAGE CITY OPERATIONS","STORMWATER DRAINAGE",11593
"HEALTH AND WELFARE INSURANCE","Drainage Administration","STRMWTR CONSTR/INDUSTR PERMIT","DRAINAGE CITY OPERATIONS","STORMWATER DRAINAGE",159983
"HEALTH AND WELFARE INSURANCE","Engineering","PROJECT MANAGEMENT","GENERAL OPERATIONS-UASN","GENERAL FUND",303737
"HEALTH AND WELFARE INSURANCE","Engineering","SUPPORT","GENERAL OPERATIONS-UASN","GENERAL FUND",106656
"HEALTH AND WELFARE INSURANCE","Engineering","TECH REVIEW AND REGULATION","DRAINAGE CITY OPERATIONS","STORMWATER DRAINAGE",129843
"HEALTH AND WELFARE INSURANCE","Engineering","TECH REVIEW AND REGULATION","GENERAL OPERATIONS-UASN","GENERAL FUND",118248
"HEALTH AND WELFARE INSURANCE","Ethics Assurance","AUDITOR ETHICS ASSURANCE","GENERAL OPERATIONS-UASN","GENERAL FUND",4637
"HEALTH AND WELFARE INSURANCE","Field Services","CONSTR INSPECTION/QUALITY CTRL","GENERAL OPERATIONS-UASN","GENERAL FUND",520526
"HEALTH AND WELFARE INSURANCE","Field Services","SURVEY","GENERAL OPERATIONS-UASN","GENERAL FUND",59124
"HEALTH AND WELFARE INSURANCE","Finanacial Planning and Mgmt","FIN REPORTING AND COMPLIANCE","GENERAL OPERATIONS-UASN","GENERAL FUND",281709
"HEALTH AND WELFARE INSURANCE","Finanacial Planning and Mgmt","FINANCIAL PLANNING","GENERAL OPERATIONS-UASN","GENERAL FUND",141434
"HEALTH AND WELFARE INSURANCE","Finance Administration","FINANCE BUSINESS SERVICES","GENERAL OPERATIONS-UASN","GENERAL FUND",28979
"HEALTH AND WELFARE INSURANCE","Finance Administration","FINANCE BUSINESS SERVICES","RISK MANAGEMENT","RISK MANAGEMENT",3478
"HEALTH AND WELFARE INSURANCE","Finance Administration","FINANCE EXECUTIVE LEADERSHIP","GENERAL OPERATIONS-UASN","GENERAL FUND",19129
