"FundDescription","OperatingUnitDescription","ProgramName","LOBName","Account.Description","Total"
"GENERAL FUND","GENERAL OPERATIONS-UASN","FIRE SUPRESSION OPERATIONS","Fire Operations","CHARGEBACK-VEHICLE MAINTENANCE",19918
"GENERAL FUND","GENERAL OPERATIONS-UASN","FIRE SUPRESSION OPERATIONS","Fire Operations","EMPLOYEE INCENTIVE",137287
"GENERAL FUND","GENERAL OPERATIONS-UASN","FIRE SUPRESSION OPERATIONS","Fire Operations","HEALTH AND WELFARE INSURANCE",818659
"GENERAL FUND","GENERAL OPERATIONS-UASN","FIRE SUPRESSION OPERATIONS","Fire Operations","OVERTIME WAGES - FIRE",634084
"GENERAL FUND","GENERAL OPERATIONS-UASN","FIRE SUPRESSION OPERATIONS","Fire Operations","RETIREMENT PENSION CONTRIB",850826
"GENERAL FUND","GENERAL OPERATIONS-UASN","FIRE SUPRESSION OPERATIONS","Fire Operations","SALARIES AND WAGES",5390755
"GENERAL FUND","GENERAL OPERATIONS-UASN","FIRE SUPRESSION OPERATIONS","Fire Operations","UNIFORM ALLOWANCE",103680
"GENERAL FUND","GENERAL OPERATIONS-UASN","FISHERIES MANAGEMENT","Parks Horticulture & Gardens","BUDGET-VACANCY DISCOUNT",-1616
"GENERAL FUND","GENERAL OPERATIONS-UASN","FISHERIES MANAGEMENT","Parks Horticulture & Gardens","BUILDING MAINTENANCE",200
"GENERAL FUND","GENERAL OPERATIONS-UASN","FISHERIES MANAGEMENT","Parks Horticulture & Gardens","CHARGEBACK FUEL",5483
"GENERAL FUND","GENERAL OPERATIONS-UASN","FISHERIES MANAGEMENT","Parks Horticulture & Gardens","CHARGEBACK-VEHICLE MAINTENANCE",47494
"GENERAL FUND","GENERAL OPERATIONS-UASN","FISHERIES MANAGEMENT","Parks Horticulture & Gardens","CLOTHING & OTHER",2613
"GENERAL FUND","GENERAL OPERATIONS-UASN","FISHERIES MANAGEMENT","Parks Horticulture & Gardens","COMPUTER SUPPLIES",403
"GENERAL FUND","GENERAL OPERATIONS-UASN","FISHERIES MANAGEMENT","Parks Horticulture & Gardens","ELECTRICITY",760
"GENERAL FUND","GENERAL OPERATIONS-UASN","FISHERIES MANAGEMENT","Parks Horticulture & Gardens","HEALTH AND WELFARE INSURANCE",11593
"GENERAL FUND","GENERAL OPERATIONS-UASN","FISHERIES MANAGEMENT","Parks Horticulture & Gardens","JANITOR SUPPLIES",450
"GENERAL FUND","GENERAL OPERATIONS-UASN","FISHERIES MANAGEMENT","Parks Horticulture & Gardens","MACHINERY AND EQUIPMENT MTCE",3108
"GENERAL FUND","GENERAL OPERATIONS-UASN","FISHERIES MANAGEMENT","Parks Horticulture & Gardens","NON-CAPITAL FURNITURE & FIXTUR",138
"GENERAL FUND","GENERAL OPERATIONS-UASN","FISHERIES MANAGEMENT","Parks Horticulture & Gardens","NON-CAPITAL OFFICE MACHINES",70
"GENERAL FUND","GENERAL OPERATIONS-UASN","FISHERIES MANAGEMENT","Parks Horticulture & Gardens","NONTARGET REPAIR LABOR",1500
"GENERAL FUND","GENERAL OPERATIONS-UASN","FISHERIES MANAGEMENT","Parks Horticulture & Gardens","OFFICE SUPPLIES",500
"GENERAL FUND","GENERAL OPERATIONS-UASN","FISHERIES MANAGEMENT","Parks Horticulture & Gardens","OTHER EQUIPMENT",670
"GENERAL FUND","GENERAL OPERATIONS-UASN","FISHERIES MANAGEMENT","Parks Horticulture & Gardens","OTHER EQUIPMENT RENTAL",200
"GENERAL FUND","GENERAL OPERATIONS-UASN","FISHERIES MANAGEMENT","Parks Horticulture & Gardens","OTHER REPAIRS AND MAINTENANCE",2500
"GENERAL FUND","GENERAL OPERATIONS-UASN","FISHERIES MANAGEMENT","Parks Horticulture & Gardens","OTHER SUPPLIES",9262
"GENERAL FUND","GENERAL OPERATIONS-UASN","FISHERIES MANAGEMENT","Parks Horticulture & Gardens","PART TIME & TEMPORARY WAGES",21829
"GENERAL FUND","GENERAL OPERATIONS-UASN","FISHERIES MANAGEMENT","Parks Horticulture & Gardens","REPAIR & MAINTENANCE PARTS",1500
"GENERAL FUND","GENERAL OPERATIONS-UASN","FISHERIES MANAGEMENT","Parks Horticulture & Gardens","RETIREMENT PENSION CONTRIB",4602
"GENERAL FUND","GENERAL OPERATIONS-UASN","FISHERIES MANAGEMENT","Parks Horticulture & Gardens","SALARIES AND WAGES",76221
"GENERAL FUND","GENERAL OPERATIONS-UASN","FISHERIES MANAGEMENT","Parks Horticulture & Gardens","SMALL TOOLS & MINOR EQUIP",881
"GENERAL FUND","GENERAL OPERATIONS-UASN","FISHERIES MANAGEMENT","Parks Horticulture & Gardens","TELEPHONE",10
"GENERAL FUND","GENERAL OPERATIONS-UASN","FISHERIES MANAGEMENT","Parks Horticulture & Gardens","WATER, SEWER & REFUSE",12102
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","BUDGET-VACANCY DISCOUNT",-8169
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","CAR ALLOWANCE",162
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","CHARGEBACK FUEL",40903
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","COMPUTER SUPPLIES",1182
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","EDUCATIONAL & TRAINING",224
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","ELECTRICITY",2480
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","HEALTH AND WELFARE INSURANCE",88109
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","JANITOR SUPPLIES",2054
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","LANDFILL",5500
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","MACHINERY AND EQUIPMENT MTCE",2947
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","MEMBERSHIPS",103
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","MISCELLANEOUS SRVCS CONTRACTS",3400
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","NATURAL GAS",5122
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","NON-CAPITAL FURNITURE & FIXTUR",420
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","NON-CAPITAL OFFICE MACHINES",1374
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","NONTARGET REPAIR LABOR",10651
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","NONTARGET REPAIR PARTS",5000
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","OFFICE EQUIPMENT RENTAL",549
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","OFFICE EQUIPMENT SVC",500
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","OFFICE SUPPLIES",1289
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","OTHER EQUIPMENT",10415
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","OTHER EQUIPMENT RENTAL",1500
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","OTHER REPAIRS AND MAINTENANCE",7144
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","OTHER SERVICES AND CHARGES",10122
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","OTHER SUPPLIES",14019
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","OVERTIME WAGES",6990
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","PART TIME & TEMPORARY WAGES",12000
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","REPAIR & MAINTENANCE PARTS",8019
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","RETIREMENT PENSION CONTRIB",23272
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","SAFETY EQUIPMENT & SUPPLIES",2000
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","SALARIES AND WAGES",385162
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","SECURITY SYSTEMS",2000
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","SMALL TOOLS & MINOR EQUIP",2883
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","UNIFORMS & EQUIPMENT",2000
"GENERAL FUND","GENERAL OPERATIONS-UASN","FORESTRY","Parks Grounds Management","WATER, SEWER & REFUSE",4000
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SERVICES BUSINESS SERVICES","General Services Admin","BUDGET-VACANCY DISCOUNT",-5033
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SERVICES BUSINESS SERVICES","General Services Admin","CHARGEBACK-IT",114970
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SERVICES BUSINESS SERVICES","General Services Admin","CHARGEBACK-PRINT SHOP",3484
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SERVICES BUSINESS SERVICES","General Services Admin","CHARGEBACK-RISK MANAGEMENT",209520
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SERVICES BUSINESS SERVICES","General Services Admin","HEALTH AND WELFARE INSURANCE",30143
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SERVICES BUSINESS SERVICES","General Services Admin","RETIREMENT PENSION CONTRIB",14632
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SERVICES BUSINESS SERVICES","General Services Admin","SALARIES AND WAGES",236988
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SERVICES BUSINESS SERVICES","General Services Admin","SALARY ADJUSTMENTS",-1
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SERVICES EXEC LEADERSHIP","General Services Admin","BUDGET-VACANCY DISCOUNT",-2446
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SERVICES EXEC LEADERSHIP","General Services Admin","CAR ALLOWANCE",3000
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SERVICES EXEC LEADERSHIP","General Services Admin","CHARGEBACK FUEL",1660
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SERVICES EXEC LEADERSHIP","General Services Admin","CHARGEBACK-POSTAGE",250
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SERVICES EXEC LEADERSHIP","General Services Admin","CHARGEBACK-VEHICLE MAINTENANCE",1277
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SERVICES EXEC LEADERSHIP","General Services Admin","COMPUTER SUPPLIES",266
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SERVICES EXEC LEADERSHIP","General Services Admin","EMPLOYEE TRAINING",2500
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SERVICES EXEC LEADERSHIP","General Services Admin","EMPLOYEE TRAVEL REIMBURSEMENT",1500
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SERVICES EXEC LEADERSHIP","General Services Admin","HEALTH AND WELFARE INSURANCE",13911
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SERVICES EXEC LEADERSHIP","General Services Admin","OFFICE SUPPLIES",500
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SERVICES EXEC LEADERSHIP","General Services Admin","OTHER SERVICES AND CHARGES",7011
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SERVICES EXEC LEADERSHIP","General Services Admin","OTHER SUPPLIES",234
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SERVICES EXEC LEADERSHIP","General Services Admin","PART TIME & TEMPORARY WAGES",10600
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SERVICES EXEC LEADERSHIP","General Services Admin","RETIREMENT PENSION CONTRIB",7116
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SERVICES EXEC LEADERSHIP","General Services Admin","SALARIES AND WAGES",115206
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS AQUATIC FACILITY SAFE","General Services Bldg Mgmt","BUDGET-VACANCY DISCOUNT",-6697
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS AQUATIC FACILITY SAFE","General Services Bldg Mgmt","CHARGEBACK FUEL",11497
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS AQUATIC FACILITY SAFE","General Services Bldg Mgmt","CHARGEBACK-VEHICLE MAINTENANCE",10261
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS AQUATIC FACILITY SAFE","General Services Bldg Mgmt","HEALTH AND WELFARE INSURANCE",57611
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS AQUATIC FACILITY SAFE","General Services Bldg Mgmt","RETIREMENT PENSION CONTRIB",19180
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS AQUATIC FACILITY SAFE","General Services Bldg Mgmt","SALARIES AND WAGES",315662
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS AQUATIC FACILITY SAFE","General Services Bldg Mgmt","SALARY ADJUSTMENTS",2
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","BUDGET-VACANCY DISCOUNT",-39906
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","BUILDING MAINTENANCE",15844
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","CHARGEBACK FUEL",37483
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","CHARGEBACK-VEHICLE MAINTENANCE",63651
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","CLOTHING & OTHER",2399
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","COMPUTER SUPPLIES",1500
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","CUSTODIAL SERVICE",325172
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","ELECTRICITY",534200
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","EMPLOYEE PARKING",3420
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","HEALTH AND WELFARE INSURANCE",362055
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","JANITOR SUPPLIES",2700
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","LANDFILL",2000
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","MACHINERY AND EQUIPMENT MTCE",66831
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","MEMBERSHIPS",750
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","NATURAL GAS",35280
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","NON-CAPITAL OFFICE MACHINES",1000
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","NONTARGET REPAIR LABOR",3821
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","NONTARGET REPAIR PARTS",4271
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","OFFICE SUPPLIES",1500
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","OTHER EQUIPMENT",1000
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","OTHER EQUIPMENT RENTAL",2000
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","OTHER SERVICES AND CHARGES",72272
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","OTHER SUPPLIES",3000
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","REPAIR & MAINTENANCE PARTS",116024
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","RETIREMENT PENSION CONTRIB",114057
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","SALARIES AND WAGES",1881326
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","SALARY ADJUSTMENTS",-3
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","SECURITY SYSTEMS",54024
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","SMALL TOOLS & MINOR EQUIP",2748
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","TELEPHONE",4070
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS BUILDING REPAIR MAINT","General Services Bldg Mgmt","WATER, SEWER & REFUSE",7200
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS FACILITY ENERGY MGMT","General Services Bldg Mgmt","CHARGEBACK FUEL",836
"GENERAL FUND","GENERAL OPERATIONS-UASN","GEN SVCS FACILITY ENHANCEMENT","General Services Bldg Mgmt","CHARGEBACK FUEL",17087
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","BUDGET-VACANCY DISCOUNT",-17451
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","BUILDING MAINTENANCE",2800
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","CHARGEBACK FUEL",8779
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","CHARGEBACK-VEHICLE MAINTENANCE",8555
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","CLOTHING & OTHER",16051
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","COMPUTER SUPPLIES",7832
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","ELECTRICITY",343280
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","EMPLOYEE PARKING",6298
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","EMPLOYER'S FICA EXPENSE",-2295
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","HEALTH AND WELFARE INSURANCE",143521
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","JANITOR SUPPLIES",29750
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","MACHINERY AND EQUIPMENT MTCE",777
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","MILEAGE REIMBURSEMENT",15220
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","MISCELLANEOUS SRVCS CONTRACTS",34896
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","NATURAL GAS",70539
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","NON-CAPITAL FURNITURE & FIXTUR",26238
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","NON-CAPITAL OFFICE MACHINES",700
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","NONTARGET REPAIR LABOR",750
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","OFFICE SUPPLIES",14000
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","OTHER EQUIPMENT",4455
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","OTHER EQUIPMENT RENTAL",3000
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","OTHER REPAIRS AND MAINTENANCE",1250
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","OTHER SERVICES AND CHARGES",115713
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","OTHER SUPPLIES",56301
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","OVERTIME WAGES",6
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","PART TIME & TEMPORARY WAGES",760485
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","REPAIR & MAINTENANCE PARTS",64126
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","RETIREMENT PENSION CONTRIB",49694
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","SALARIES AND WAGES",822993
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","SECURITY SYSTEMS",186873
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","SMALL TOOLS & MINOR EQUIP",264
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","TELEPHONE",16217
"GENERAL FUND","GENERAL OPERATIONS-UASN","GENERAL RECREATION","Parks Recreation","WATER, SEWER & REFUSE",27475
"GENERAL FUND","GENERAL OPERATIONS-UASN","GRAFFITI REMOVAL","Street & Drainage Maint","BUDGET-VACANCY DISCOUNT",-2734
"GENERAL FUND","GENERAL OPERATIONS-UASN","GRAFFITI REMOVAL","Street & Drainage Maint","CHARGEBACK FUEL",7665
"GENERAL FUND","GENERAL OPERATIONS-UASN","GRAFFITI REMOVAL","Street & Drainage Maint","CHARGEBACK-VEHICLE MAINTENANCE",15828
"GENERAL FUND","GENERAL OPERATIONS-UASN","GRAFFITI REMOVAL","Street & Drainage Maint","CLOTHING & OTHER",250
"GENERAL FUND","GENERAL OPERATIONS-UASN","GRAFFITI REMOVAL","Street & Drainage Maint","GRAFFITI REMOVAL MATERIALS",40862
"GENERAL FUND","GENERAL OPERATIONS-UASN","GRAFFITI REMOVAL","Street & Drainage Maint","HEALTH AND WELFARE INSURANCE",26664
"GENERAL FUND","GENERAL OPERATIONS-UASN","GRAFFITI REMOVAL","Street & Drainage Maint","NONTARGET REPAIR LABOR",2850
"GENERAL FUND","GENERAL OPERATIONS-UASN","GRAFFITI REMOVAL","Street & Drainage Maint","OTHER SERVICES AND CHARGES",20000
"GENERAL FUND","GENERAL OPERATIONS-UASN","GRAFFITI REMOVAL","Street & Drainage Maint","PART TIME & TEMPORARY WAGES",10000
"GENERAL FUND","GENERAL OPERATIONS-UASN","GRAFFITI REMOVAL","Street & Drainage Maint","PROFESSIONAL SVC-TEMP LABOR",10000
"GENERAL FUND","GENERAL OPERATIONS-UASN","GRAFFITI REMOVAL","Street & Drainage Maint","RETIREMENT PENSION CONTRIB",7780
"GENERAL FUND","GENERAL OPERATIONS-UASN","GRAFFITI REMOVAL","Street & Drainage Maint","SALARIES AND WAGES",128850
"GENERAL FUND","GENERAL OPERATIONS-UASN","HAZARD ABATEMENT","Parks Grounds Management","BUDGET-VACANCY DISCOUNT",-2559
"GENERAL FUND","GENERAL OPERATIONS-UASN","HAZARD ABATEMENT","Parks Grounds Management","CAR ALLOWANCE",162
"GENERAL FUND","GENERAL OPERATIONS-UASN","HAZARD ABATEMENT","Parks Grounds Management","CHARGEBACK FUEL",2361
"GENERAL FUND","GENERAL OPERATIONS-UASN","HAZARD ABATEMENT","Parks Grounds Management","CHARGEBACK-VEHICLE MAINTENANCE",1277
"GENERAL FUND","GENERAL OPERATIONS-UASN","HAZARD ABATEMENT","Parks Grounds Management","CHEMICALS",5000
"GENERAL FUND","GENERAL OPERATIONS-UASN","HAZARD ABATEMENT","Parks Grounds Management","HEALTH AND WELFARE INSURANCE",26668
"GENERAL FUND","GENERAL OPERATIONS-UASN","HAZARD ABATEMENT","Parks Grounds Management","LANDFILL",5499
"GENERAL FUND","GENERAL OPERATIONS-UASN","HAZARD ABATEMENT","Parks Grounds Management","MACHINERY AND EQUIPMENT MTCE",460
