FiscalYear,AccountType,FundCode,FundDescription,OperatingUnit,OperatingUnitDescription,ProgramID,ProgramName,LineOfBusinessID,LOBName,Account,Account Description,FY2015 Budget
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500110,FIRE BUSINESS SERVICES,45001,Fire Administration,51000004,BUDGET-VACANCY DISCOUNT,-3211
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500110,FIRE BUSINESS SERVICES,45001,Fire Administration,51000004,BUDGET-VACANCY DISCOUNT,-8490
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500201,FIRE SUPRESSION OPERATIONS,45002,Fire Operations,51070004,RETIREMENT PENSION CONTRIB,2060
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500201,FIRE SUPRESSION OPERATIONS,45002,Fire Operations,51010001,SALARIES AND WAGES,34121
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500201,FIRE SUPRESSION OPERATIONS,45002,Fire Operations,51070001,HEALTH AND WELFARE INSURANCE,6956
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500203,EMERGENCY MEDICAL SERVICES,45002,Fire Operations,52010028,MISCELLANEOUS SRVCS CONTRACTS,161000
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500203,EMERGENCY MEDICAL SERVICES,45002,Fire Operations,54164010,EQUIPMENT,620000
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500110,FIRE BUSINESS SERVICES,45001,Fire Administration,52040046,PROFESSIONAL SERVICES-OTHER,20000
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500110,FIRE BUSINESS SERVICES,45001,Fire Administration,53040031,OTHER EQUIPMENT,70000
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500110,FIRE BUSINESS SERVICES,45001,Fire Administration,52280007,CHARGEBACK-RISK MANAGEMENT,18036
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500110,FIRE BUSINESS SERVICES,45001,Fire Administration,52280007,CHARGEBACK-RISK MANAGEMENT,566817
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500402,FIRE MAINTENANCE SERVICES,45004,Support Services,51000004,BUDGET-VACANCY DISCOUNT,-2811
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500302,PREVENTION INSPECTION AND CODE,45003,Fire Prevention,51000004,BUDGET-VACANCY DISCOUNT,-1966
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500401,FIRE DISPATCH,45004,Support Services,51000004,BUDGET-VACANCY DISCOUNT,-2372
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500303,FIRE INVESTIGATIONS,45003,Fire Prevention,51000004,BUDGET-VACANCY DISCOUNT,-3343
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500201,FIRE SUPRESSION OPERATIONS,45002,Fire Operations,51000004,BUDGET-VACANCY DISCOUNT,-724
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500201,FIRE SUPRESSION OPERATIONS,45002,Fire Operations,52000004,BUDGET-CONTINGENCY,100000
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500110,FIRE BUSINESS SERVICES,45001,Fire Administration,52049001,EMPLOYEE TRAINING,10000
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500204,OPERATIONS TRAINING,45002,Fire Operations,52049001,EMPLOYEE TRAINING,65000
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500110,FIRE BUSINESS SERVICES,45001,Fire Administration,52049002,EMPLOYEE TUITION REIMBURSEMENT,4000
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500402,FIRE MAINTENANCE SERVICES,45004,Support Services,53040013,REPAIR & MAINTENANCE PARTS,150000
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500203,EMERGENCY MEDICAL SERVICES,45002,Fire Operations,51510035,WAGE ADJUSTMENT-SALARY REIMB,7320098
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500101,FIRE EXECUTIVE LEADERSHIP,45001,Fire Administration,51510035,WAGE ADJUSTMENT-SALARY REIMB,325084
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500110,FIRE BUSINESS SERVICES,45001,Fire Administration,51510035,WAGE ADJUSTMENT-SALARY REIMB,105361
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500201,FIRE SUPRESSION OPERATIONS,45002,Fire Operations,51510035,WAGE ADJUSTMENT-SALARY REIMB,1134026
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500204,OPERATIONS TRAINING,45002,Fire Operations,51510035,WAGE ADJUSTMENT-SALARY REIMB,2300608
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500301,PUBLIC SAFETY EDUCATION,45003,Fire Prevention,51510035,WAGE ADJUSTMENT-SALARY REIMB,16740
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500302,PREVENTION INSPECTION AND CODE,45003,Fire Prevention,51510035,WAGE ADJUSTMENT-SALARY REIMB,197515
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500303,FIRE INVESTIGATIONS,45003,Fire Prevention,51510035,WAGE ADJUSTMENT-SALARY REIMB,229655
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500401,FIRE DISPATCH,45004,Support Services,51510035,WAGE ADJUSTMENT-SALARY REIMB,277514
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500402,FIRE MAINTENANCE SERVICES,45004,Support Services,51510035,WAGE ADJUSTMENT-SALARY REIMB,16740
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500402,FIRE MAINTENANCE SERVICES,45004,Support Services,54040007,CONSTRUCTION IN PROGRESS,225000
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500402,FIRE MAINTENANCE SERVICES,45004,Support Services,52890001,OTHER SERVICES AND CHARGES,125000
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500402,FIRE MAINTENANCE SERVICES,45004,Support Services,52890001,OTHER SERVICES AND CHARGES,150000
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500101,FIRE EXECUTIVE LEADERSHIP,45001,Fire Administration,51130001,UNIFORM ALLOWANCE,719
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500101,FIRE EXECUTIVE LEADERSHIP,45001,Fire Administration,51000013,BUDGET-SALARY RESERVE,466
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500101,FIRE EXECUTIVE LEADERSHIP,45001,Fire Administration,51010001,SALARIES AND WAGES,59647
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500101,FIRE EXECUTIVE LEADERSHIP,45001,Fire Administration,51070001,HEALTH AND WELFARE INSURANCE,7426
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500101,FIRE EXECUTIVE LEADERSHIP,45001,Fire Administration,51070004,RETIREMENT PENSION CONTRIB,7299
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500101,FIRE EXECUTIVE LEADERSHIP,45001,Fire Administration,51010001,SALARIES AND WAGES,77143
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500101,FIRE EXECUTIVE LEADERSHIP,45001,Fire Administration,51010019,EMPLOYEE INCENTIVE,3812
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500101,FIRE EXECUTIVE LEADERSHIP,45001,Fire Administration,51070001,HEALTH AND WELFARE INSURANCE,9099
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500101,FIRE EXECUTIVE LEADERSHIP,45001,Fire Administration,51070004,RETIREMENT PENSION CONTRIB,11169
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500101,FIRE EXECUTIVE LEADERSHIP,45001,Fire Administration,51130001,UNIFORM ALLOWANCE,1150
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500201,FIRE SUPRESSION OPERATIONS,45002,Fire Operations,51000010,BUDGET-OTHER FRINGE BUDGET,4382
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500201,FIRE SUPRESSION OPERATIONS,45002,Fire Operations,51000013,BUDGET-SALARY RESERVE,385974
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500201,FIRE SUPRESSION OPERATIONS,45002,Fire Operations,51010001,SALARIES AND WAGES,1639343
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500201,FIRE SUPRESSION OPERATIONS,45002,Fire Operations,51010010,ACCRUED LEAVE PAYOUT,38375
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500201,FIRE SUPRESSION OPERATIONS,45002,Fire Operations,51010019,EMPLOYEE INCENTIVE,40181
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500201,FIRE SUPRESSION OPERATIONS,45002,Fire Operations,51070001,HEALTH AND WELFARE INSURANCE,256989
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500201,FIRE SUPRESSION OPERATIONS,45002,Fire Operations,51070004,RETIREMENT PENSION CONTRIB,258092
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500201,FIRE SUPRESSION OPERATIONS,45002,Fire Operations,51130001,UNIFORM ALLOWANCE,32532
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500201,FIRE SUPRESSION OPERATIONS,45002,Fire Operations,51000016,BUDGET-RECRUIT OVERAGES,45900
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500203,EMERGENCY MEDICAL SERVICES,45002,Fire Operations,51000010,BUDGET-OTHER FRINGE BUDGET,8764
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500203,EMERGENCY MEDICAL SERVICES,45002,Fire Operations,51010001,SALARIES AND WAGES,8216112
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500203,EMERGENCY MEDICAL SERVICES,45002,Fire Operations,51010010,ACCRUED LEAVE PAYOUT,108728
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500203,EMERGENCY MEDICAL SERVICES,45002,Fire Operations,51010019,EMPLOYEE INCENTIVE,213506
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500203,EMERGENCY MEDICAL SERVICES,45002,Fire Operations,51070001,HEALTH AND WELFARE INSURANCE,1321691
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500203,EMERGENCY MEDICAL SERVICES,45002,Fire Operations,51070004,RETIREMENT PENSION CONTRIB,1296712
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500203,EMERGENCY MEDICAL SERVICES,45002,Fire Operations,51130001,UNIFORM ALLOWANCE,167160
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500203,EMERGENCY MEDICAL SERVICES,45002,Fire Operations,51000016,BUDGET-RECRUIT OVERAGES,321300
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500204,OPERATIONS TRAINING,45002,Fire Operations,51000010,BUDGET-OTHER FRINGE BUDGET,2504
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500204,OPERATIONS TRAINING,45002,Fire Operations,51010001,SALARIES AND WAGES,2975919
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500204,OPERATIONS TRAINING,45002,Fire Operations,51010010,ACCRUED LEAVE PAYOUT,41008
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500204,OPERATIONS TRAINING,45002,Fire Operations,51010019,EMPLOYEE INCENTIVE,89234
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500204,OPERATIONS TRAINING,45002,Fire Operations,51070001,HEALTH AND WELFARE INSURANCE,463524
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500204,OPERATIONS TRAINING,45002,Fire Operations,51070004,RETIREMENT PENSION CONTRIB,459792
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500204,OPERATIONS TRAINING,45002,Fire Operations,51130001,UNIFORM ALLOWANCE,58503
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500204,OPERATIONS TRAINING,45002,Fire Operations,51000016,BUDGET-RECRUIT OVERAGES,91800
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500301,PUBLIC SAFETY EDUCATION,45003,Fire Prevention,51010001,SALARIES AND WAGES,714164
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500301,PUBLIC SAFETY EDUCATION,45003,Fire Prevention,51010010,ACCRUED LEAVE PAYOUT,80417
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500301,PUBLIC SAFETY EDUCATION,45003,Fire Prevention,51010019,EMPLOYEE INCENTIVE,5589
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500301,PUBLIC SAFETY EDUCATION,45003,Fire Prevention,51070001,HEALTH AND WELFARE INSURANCE,90992
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500301,PUBLIC SAFETY EDUCATION,45003,Fire Prevention,51070004,RETIREMENT PENSION CONTRIB,99302
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500301,PUBLIC SAFETY EDUCATION,45003,Fire Prevention,51130001,UNIFORM ALLOWANCE,11504
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500302,PREVENTION INSPECTION AND CODE,45003,Fire Prevention,51010001,SALARIES AND WAGES,92696
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500302,PREVENTION INSPECTION AND CODE,45003,Fire Prevention,51070001,HEALTH AND WELFARE INSURANCE,11593
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500302,PREVENTION INSPECTION AND CODE,45003,Fire Prevention,51070004,RETIREMENT PENSION CONTRIB,5597
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500302,PREVENTION INSPECTION AND CODE,45003,Fire Prevention,51130001,UNIFORM ALLOWANCE,1438
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500302,PREVENTION INSPECTION AND CODE,45003,Fire Prevention,51010001,SALARIES AND WAGES,273175
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500302,PREVENTION INSPECTION AND CODE,45003,Fire Prevention,51010019,EMPLOYEE INCENTIVE,1800
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500302,PREVENTION INSPECTION AND CODE,45003,Fire Prevention,51070001,HEALTH AND WELFARE INSURANCE,34122
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500302,PREVENTION INSPECTION AND CODE,45003,Fire Prevention,51070004,RETIREMENT PENSION CONTRIB,37937
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500302,PREVENTION INSPECTION AND CODE,45003,Fire Prevention,51130001,UNIFORM ALLOWANCE,4314
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500303,FIRE INVESTIGATIONS,45003,Fire Prevention,51010001,SALARIES AND WAGES,193056
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500303,FIRE INVESTIGATIONS,45003,Fire Prevention,51010019,EMPLOYEE INCENTIVE,240
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500303,FIRE INVESTIGATIONS,45003,Fire Prevention,51070001,HEALTH AND WELFARE INSURANCE,22748
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500303,FIRE INVESTIGATIONS,45003,Fire Prevention,51070004,RETIREMENT PENSION CONTRIB,29832
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500303,FIRE INVESTIGATIONS,45003,Fire Prevention,51130001,UNIFORM ALLOWANCE,2876
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500402,FIRE MAINTENANCE SERVICES,45004,Support Services,51010001,SALARIES AND WAGES,132549
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500402,FIRE MAINTENANCE SERVICES,45004,Support Services,51070001,HEALTH AND WELFARE INSURANCE,23186
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500402,FIRE MAINTENANCE SERVICES,45004,Support Services,51070004,RETIREMENT PENSION CONTRIB,8004
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500402,FIRE MAINTENANCE SERVICES,45004,Support Services,51130007,TOOL ALLOWANCE,700
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500402,FIRE MAINTENANCE SERVICES,45004,Support Services,51010001,SALARIES AND WAGES,67464
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500402,FIRE MAINTENANCE SERVICES,45004,Support Services,51010019,EMPLOYEE INCENTIVE,840
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500402,FIRE MAINTENANCE SERVICES,45004,Support Services,51070001,HEALTH AND WELFARE INSURANCE,7962
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500402,FIRE MAINTENANCE SERVICES,45004,Support Services,51070004,RETIREMENT PENSION CONTRIB,9424
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500402,FIRE MAINTENANCE SERVICES,45004,Support Services,51130001,UNIFORM ALLOWANCE,1007
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500402,FIRE MAINTENANCE SERVICES,45004,Support Services,52000004,BUDGET-CONTINGENCY,2445638
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500402,FIRE MAINTENANCE SERVICES,45004,Support Services,52010028,MISCELLANEOUS SRVCS CONTRACTS,20000
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500402,FIRE MAINTENANCE SERVICES,45004,Support Services,52340001,OUTSOURCED REPAIRS,200000
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500402,FIRE MAINTENANCE SERVICES,45004,Support Services,52340034,OTHER REPAIRS AND MAINTENANCE,150000
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500402,FIRE MAINTENANCE SERVICES,45004,Support Services,53040013,REPAIR & MAINTENANCE PARTS,850000
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500402,FIRE MAINTENANCE SERVICES,45004,Support Services,53160001,PROTECTIVE CLOTHING,100000
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500402,FIRE MAINTENANCE SERVICES,45004,Support Services,53160016,BREATHING AIR EQUIP,30000
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500201,FIRE SUPRESSION OPERATIONS,45002,Fire Operations,51010008,OVERTIME WAGES - FIRE,189672
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500203,EMERGENCY MEDICAL SERVICES,45002,Fire Operations,51010008,OVERTIME WAGES - FIRE,969426
FY14-15,Expense,30,FIRE,150,FIRE SALES TAX-RSTR,4500204,OPERATIONS TRAINING,45002,Fire Operations,51010008,OVERTIME WAGES - FIRE,267702
FY14-15,Expense,750,SPECIAL PURPOSE,1631,FIRE STATION-RSTR,3305501,FIRE NEW,33055,GO Bond Fire New,54040025,ADMIN PAYMENTS TO PUB WORKS,4733
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500110,GEN SERVICES BUSINESS SERVICES,35001,General Services Admin,52400010,COPIER LEASE,8340
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500110,GEN SERVICES BUSINESS SERVICES,35001,General Services Admin,52340039,COPIER MAINTENANCE AND OVERAGE,1260
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500110,GEN SERVICES BUSINESS SERVICES,35001,General Services Admin,52290020,CHARGEBACK-NATURAL GAS,33971
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500312,GEN SVCS VEHICLE & EQUIP MAINT,35003,General Services Fleet Svcs,52049001,EMPLOYEE TRAINING,5000
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500312,GEN SVCS VEHICLE & EQUIP MAINT,35003,General Services Fleet Svcs,52370002,EMPLOYEE TRAVEL REIMBURSEMENT,4000
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500313,GEN SVCS FLEET SVCS SUPPORT,35003,General Services Fleet Svcs,52049001,EMPLOYEE TRAINING,432
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500313,GEN SVCS FLEET SVCS SUPPORT,35003,General Services Fleet Svcs,52370002,EMPLOYEE TRAVEL REIMBURSEMENT,457
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500314,GEN SVCS FLEET ADVISORY,35003,General Services Fleet Svcs,52049001,EMPLOYEE TRAINING,233
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500314,GEN SVCS FLEET ADVISORY,35003,General Services Fleet Svcs,52370002,EMPLOYEE TRAVEL REIMBURSEMENT,239
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500315,GEN SVCS FLEET REFUELING,35003,General Services Fleet Svcs,52049001,EMPLOYEE TRAINING,2334
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500315,GEN SVCS FLEET REFUELING,35003,General Services Fleet Svcs,52370002,EMPLOYEE TRAVEL REIMBURSEMENT,341
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500315,GEN SVCS FLEET REFUELING,35003,General Services Fleet Svcs,52890005,CAR WASH & FUEL SERVICE CHRGES,33129
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500315,GEN SVCS FLEET REFUELING,35003,General Services Fleet Svcs,52340016,MACHINERY AND EQUIPMENT MTCE,89000
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500315,GEN SVCS FLEET REFUELING,35003,General Services Fleet Svcs,53040013,REPAIR & MAINTENANCE PARTS,4420
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500312,GEN SVCS VEHICLE & EQUIP MAINT,35003,General Services Fleet Svcs,52340001,OUTSOURCED REPAIRS,57000
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500101,GEN SERVICES EXEC LEADERSHIP,35001,General Services Admin,51000004,BUDGET-VACANCY DISCOUNT,-267
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500312,GEN SVCS VEHICLE & EQUIP MAINT,35003,General Services Fleet Svcs,51000004,BUDGET-VACANCY DISCOUNT,-35013
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500313,GEN SVCS FLEET SVCS SUPPORT,35003,General Services Fleet Svcs,51000004,BUDGET-VACANCY DISCOUNT,-3450
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500314,GEN SVCS FLEET ADVISORY,35003,General Services Fleet Svcs,51000004,BUDGET-VACANCY DISCOUNT,-599
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500315,GEN SVCS FLEET REFUELING,35003,General Services Fleet Svcs,51000004,BUDGET-VACANCY DISCOUNT,-6804
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500110,GEN SERVICES BUSINESS SERVICES,35001,General Services Admin,51070004,RETIREMENT PENSION CONTRIB,6221
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500110,GEN SERVICES BUSINESS SERVICES,35001,General Services Admin,51010001,SALARIES AND WAGES,92440
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500110,GEN SERVICES BUSINESS SERVICES,35001,General Services Admin,51070001,HEALTH AND WELFARE INSURANCE,11592
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500313,GEN SVCS FLEET SVCS SUPPORT,35003,General Services Fleet Svcs,52010007,MAINTENANCE SERVICES CONTRACT,20704
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500313,GEN SVCS FLEET SVCS SUPPORT,35003,General Services Fleet Svcs,52010028,MISCELLANEOUS SRVCS CONTRACTS,126144
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500312,GEN SVCS VEHICLE & EQUIP MAINT,35003,General Services Fleet Svcs,52010001,MANAGEMENT CONTRACT,196256
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500314,GEN SVCS FLEET ADVISORY,35003,General Services Fleet Svcs,52010001,MANAGEMENT CONTRACT,8864
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500110,GEN SERVICES BUSINESS SERVICES,35001,General Services Admin,51000004,BUDGET-VACANCY DISCOUNT,-1973
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500312,GEN SVCS VEHICLE & EQUIP MAINT,35003,General Services Fleet Svcs,51010022,SALARY ADJUSTMENTS,17413
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500110,GEN SERVICES BUSINESS SERVICES,35001,General Services Admin,52070001,ELECTRICITY,73800
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500110,GEN SERVICES BUSINESS SERVICES,35001,General Services Admin,52340028,CUSTODIAL SERVICE,8400
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500312,GEN SVCS VEHICLE & EQUIP MAINT,35003,General Services Fleet Svcs,52890020,WRECKER CHARGES,47000
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500312,GEN SVCS VEHICLE & EQUIP MAINT,35003,General Services Fleet Svcs,52130004,SUBSCRIPTIONS,1000
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500110,GEN SERVICES BUSINESS SERVICES,35001,General Services Admin,53010001,OFFICE SUPPLIES,2475
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500110,GEN SERVICES BUSINESS SERVICES,35001,General Services Admin,53010007,COMPUTER SUPPLIES,2500
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500110,GEN SERVICES BUSINESS SERVICES,35001,General Services Admin,53040001,JANITOR SUPPLIES,2525
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500110,GEN SERVICES BUSINESS SERVICES,35001,General Services Admin,52000004,BUDGET-CONTINGENCY,181753
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500110,GEN SERVICES BUSINESS SERVICES,35001,General Services Admin,52070004,"WATER, SEWER & REFUSE",6824
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500110,GEN SERVICES BUSINESS SERVICES,35001,General Services Admin,52070007,NATURAL GAS,16000
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500110,GEN SERVICES BUSINESS SERVICES,35001,General Services Admin,52070010,TELEPHONE,9000
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500110,GEN SERVICES BUSINESS SERVICES,35001,General Services Admin,52280001,CHARGEBACK-ADMIN SRVCS,71398
FY14-15,Expense,350,FLEET SERVICES,455,FLEET SERVICES,3500101,GEN SERVICES EXEC LEADERSHIP,35001,General Services Admin,51010001,SALARIES AND WAGES,12410
