budget_year,account_type,department,fund_code,account_category,amount
FY16-17,Expense,Oakland Parks & Recreation,1010,,2100
FY16-17,Expense,Oakland Parks & Recreation,1820,,19302
FY16-17,Expense,Oakland Parks & Recreation,1010,,54767
FY16-17,Expense,Oakland Parks & Recreation,1010,,25405
FY16-17,Expense,Oakland Parks & Recreation,1820,,9741
FY16-17,Expense,Oakland Parks & Recreation,1010,,19826
FY16-17,Expense,Oakland Parks & Recreation,1820,,5733
FY16-17,Expense,Oakland Parks & Recreation,1820,,8862
FY16-17,Expense,Oakland Parks & Recreation,1010,,6839
FY16-17,Expense,Oakland Parks & Recreation,1010,,14069
FY16-17,Expense,Oakland Parks & Recreation,1010,,43180
FY16-17,Expense,Oakland Parks & Recreation,1010,,4125
FY16-17,Expense,Oakland Parks & Recreation,1820,,2340
FY16-17,Expense,Oakland Parks & Recreation,1820,,5000
FY16-17,Expense,Oakland Parks & Recreation,1820,,84363
FY16-17,Expense,Oakland Parks & Recreation,1010,,7092
FY16-17,Expense,Oakland Parks & Recreation,1820,,307243
FY16-17,Expense,Oakland Parks & Recreation,1820,,11887
FY16-17,Expense,Oakland Parks & Recreation,1820,,147239
FY16-17,Expense,Oakland Parks & Recreation,1820,,5000
FY16-17,Expense,Oakland Parks & Recreation,1820,,49141
FY16-17,Expense,Oakland Parks & Recreation,1010,,10964
FY16-17,Expense,Oakland Parks & Recreation,1820,,18000
FY16-17,Expense,Oakland Parks & Recreation,1820,,251242
FY16-17,Expense,Oakland Parks & Recreation,1820,,2500
FY16-17,Expense,Oakland Parks & Recreation,1820,,10500
FY16-17,Expense,Oakland Parks & Recreation,1820,,6000
FY16-17,Expense,Oakland Parks & Recreation,1820,,10000
FY16-17,Expense,Oakland Parks & Recreation,1010,,600000
FY16-17,Expense,Oakland Parks & Recreation,1820,,115357
FY16-17,Expense,Oakland Parks & Recreation,1820,,22000
FY16-17,Expense,Oakland Parks & Recreation,1010,,23878
FY16-17,Expense,Oakland Parks & Recreation,1820,,2500
FY16-17,Expense,Oakland Parks & Recreation,1010,,12051
FY16-17,Expense,Oakland Parks & Recreation,1010,,1884
FY16-17,Expense,Oakland Parks & Recreation,1010,,23878
FY16-17,Expense,Oakland Parks & Recreation,1010,,10932
FY16-17,Expense,Oakland Parks & Recreation,1820,,36502
FY16-17,Expense,Oakland Parks & Recreation,1820,,1416
FY16-17,Expense,Oakland Parks & Recreation,1010,,9946
FY16-17,Expense,Oakland Parks & Recreation,1010,,10964
FY16-17,Expense,Oakland Parks & Recreation,1820,,300
FY16-17,Expense,Oakland Parks & Recreation,1010,,61561
FY16-17,Expense,Oakland Parks & Recreation,1010,,646
FY16-17,Expense,Oakland Parks & Recreation,1010,,6434
FY16-17,Expense,Oakland Parks & Recreation,1820,,1000
FY16-17,Expense,Oakland Parks & Recreation,1820,,4304
FY16-17,Expense,Oakland Parks & Recreation,1010,,9213
FY16-17,Expense,Oakland Parks & Recreation,1010,,500
FY16-17,Expense,Oakland Parks & Recreation,1820,,52521
FY16-17,Expense,Oakland Parks & Recreation,1010,,2388
FY16-17,Expense,Oakland Parks & Recreation,1010,,1000
FY16-17,Expense,Oakland Parks & Recreation,1820,,16857
FY16-17,Expense,Oakland Parks & Recreation,1010,,21661
FY16-17,Expense,Oakland Parks & Recreation,1010,,1111
FY16-17,Expense,Oakland Parks & Recreation,1010,,574
FY16-17,Expense,Oakland Parks & Recreation,1820,,24114
FY16-17,Expense,Oakland Parks & Recreation,1010,,16658
FY16-17,Expense,Oakland Parks & Recreation,1010,,7740
FY16-17,Expense,Oakland Parks & Recreation,1010,,3625
FY16-17,Expense,Oakland Parks & Recreation,1010,,16158
FY16-17,Expense,Oakland Parks & Recreation,1820,,4464
FY16-17,Expense,Oakland Parks & Recreation,1820,,28941
FY16-17,Expense,Oakland Parks & Recreation,1820,,2500
FY16-17,Expense,Oakland Parks & Recreation,1820,,186337
FY16-17,Expense,Oakland Parks & Recreation,1820,,32
FY16-17,Expense,Oakland Parks & Recreation,1820,,80
FY16-17,Expense,Oakland Parks & Recreation,1820,,21736
FY16-17,Expense,Oakland Parks & Recreation,1010,,39854
FY16-17,Expense,Oakland Parks & Recreation,1010,,100
FY16-17,Expense,Oakland Parks & Recreation,1010,,475
FY16-17,Expense,Oakland Parks & Recreation,1010,,200
FY16-17,Expense,Oakland Parks & Recreation,1820,,21220
FY16-17,Expense,Oakland Parks & Recreation,1010,,2450
FY16-17,Expense,Oakland Parks & Recreation,1820,,14555
FY16-17,Expense,Oakland Parks & Recreation,1820,,650
FY16-17,Expense,Oakland Parks & Recreation,1820,,38932
FY16-17,Expense,Oakland Parks & Recreation,2996,,533
FY16-17,Expense,Oakland Parks & Recreation,1010,,34946
FY16-17,Expense,Oakland Parks & Recreation,1820,,24126
FY16-17,Expense,Oakland Parks & Recreation,1820,,20
FY16-17,Expense,Oakland Parks & Recreation,1010,,900
FY16-17,Expense,Oakland Parks & Recreation,1820,,3765
FY16-17,Expense,Oakland Parks & Recreation,1010,,670
FY16-17,Expense,Oakland Parks & Recreation,1010,,850
FY16-17,Expense,Oakland Parks & Recreation,1010,,300
FY16-17,Expense,Oakland Parks & Recreation,1820,,7218
FY16-17,Expense,Oakland Parks & Recreation,1820,,52544
FY16-17,Expense,Oakland Parks & Recreation,1010,,310
FY16-17,Expense,Oakland Parks & Recreation,1010,,600
FY16-17,Expense,Oakland Parks & Recreation,1010,,838
FY16-17,Expense,Oakland Parks & Recreation,1820,,1353
FY16-17,Expense,Oakland Parks & Recreation,2996,,16314
FY16-17,Expense,Oakland Parks & Recreation,1010,,440
FY16-17,Expense,Oakland Parks & Recreation,1010,,31332
FY16-17,Expense,Oakland Parks & Recreation,1010,,23071
FY16-17,Expense,Oakland Parks & Recreation,1010,,2700
FY16-17,Expense,Oakland Parks & Recreation,1820,,1000
FY16-17,Expense,Oakland Parks & Recreation,1820,,15786
FY16-17,Expense,Oakland Parks & Recreation,1010,,1600
FY16-17,Expense,Oakland Parks & Recreation,1820,,54
FY16-17,Expense,Oakland Parks & Recreation,1010,,230
FY16-17,Expense,Oakland Parks & Recreation,1820,,550
FY16-17,Expense,Oakland Parks & Recreation,1010,,21904
FY16-17,Expense,Oakland Parks & Recreation,1010,,76110
FY16-17,Expense,Oakland Parks & Recreation,1820,,1924
FY16-17,Expense,Oakland Parks & Recreation,3200,,68755
FY16-17,Expense,Oakland Parks & Recreation,3200,,20500
FY16-17,Expense,Oakland Parks & Recreation,3200,,6400
FY16-17,Expense,Oakland Parks & Recreation,3200,,50
FY16-17,Expense,Oakland Parks & Recreation,3200,,10385
FY16-17,Expense,Oakland Parks & Recreation,3200,,9400
FY16-17,Expense,Oakland Parks & Recreation,3200,,8549
FY16-17,Expense,Oakland Parks & Recreation,3200,,13295
FY16-17,Expense,Oakland Parks & Recreation,3200,,32188
FY16-17,Expense,Oakland Parks & Recreation,1010,,726
FY16-17,Expense,Oakland Parks & Recreation,3200,,20340
FY16-17,Expense,Oakland Parks & Recreation,3200,,70104
FY16-17,Expense,Oakland Parks & Recreation,1010,,18701
FY16-17,Expense,Oakland Parks & Recreation,1010,,1248
FY16-17,Expense,Oakland Parks & Recreation,1010,,30672
FY16-17,Expense,Oakland Parks & Recreation,1010,,388
FY16-17,Expense,Oakland Parks & Recreation,3200,,8872
FY16-17,Expense,Oakland Parks & Recreation,1010,,165408
FY16-17,Expense,Oakland Parks & Recreation,1010,,345
FY16-17,Expense,Oakland Parks & Recreation,1010,,2047
FY16-17,Expense,Oakland Parks & Recreation,1010,,10002
FY16-17,Expense,Oakland Parks & Recreation,1010,,1190
FY16-17,Expense,Oakland Parks & Recreation,1010,,667
FY16-17,Expense,Oakland Parks & Recreation,1010,,1057
FY16-17,Expense,Oakland Parks & Recreation,1010,,1597
FY16-17,Expense,Oakland Parks & Recreation,3200,,20823
FY16-17,Expense,Oakland Parks & Recreation,3200,,35380
FY16-17,Expense,Oakland Parks & Recreation,1010,,645
FY16-17,Expense,Oakland Parks & Recreation,1010,,1000
FY16-17,Expense,Oakland Parks & Recreation,2310,,16377
FY16-17,Expense,Oakland Parks & Recreation,2310,,32450
FY16-17,Expense,Oakland Parks & Recreation,2310,,9638
FY16-17,Expense,Oakland Parks & Recreation,2310,,14899
FY16-17,Expense,Oakland Parks & Recreation,1010,,2000
FY16-17,Expense,Oakland Parks & Recreation,1010,,1250
FY16-17,Expense,Oakland Parks & Recreation,1010,,85948
FY16-17,Expense,Oakland Parks & Recreation,1010,,42760
FY16-17,Expense,Oakland Parks & Recreation,1820,,1065
FY16-17,Expense,Oakland Parks & Recreation,1820,,200
FY16-17,Expense,Oakland Parks & Recreation,1010,,1275
FY16-17,Expense,Oakland Parks & Recreation,1820,,500
FY16-17,Expense,Oakland Parks & Recreation,1820,,31
FY16-17,Expense,Oakland Parks & Recreation,1010,,12700
FY16-17,Expense,Oakland Parks & Recreation,1820,,331
FY16-17,Expense,Oakland Parks & Recreation,1010,,21579
FY16-17,Expense,Oakland Parks & Recreation,1820,,570
FY16-17,Expense,Oakland Parks & Recreation,1010,,19633
FY16-17,Expense,Oakland Parks & Recreation,1820,,3487
FY16-17,Expense,Oakland Parks & Recreation,1010,,40
FY16-17,Expense,Oakland Parks & Recreation,1820,,135
FY16-17,Expense,Oakland Parks & Recreation,1010,,20
FY16-17,Expense,Oakland Parks & Recreation,1010,,610
FY16-17,Expense,Oakland Parks & Recreation,1820,,8542
FY16-17,Expense,Oakland Parks & Recreation,1820,,294
FY16-17,Expense,Oakland Parks & Recreation,1010,,25
FY16-17,Expense,Oakland Parks & Recreation,1010,,24282
FY16-17,Expense,Oakland Parks & Recreation,1820,,600
FY16-17,Expense,Oakland Parks & Recreation,1820,,164011
FY16-17,Expense,Oakland Parks & Recreation,1820,,1000
FY16-17,Expense,Oakland Parks & Recreation,1820,,6555
FY16-17,Expense,Oakland Parks & Recreation,1820,,9625
FY16-17,Expense,Oakland Parks & Recreation,1010,,130
FY16-17,Expense,Oakland Parks & Recreation,1010,,550
FY16-17,Expense,Oakland Parks & Recreation,1820,,1100
FY16-17,Expense,Oakland Parks & Recreation,1820,,17697
FY16-17,Expense,Oakland Parks & Recreation,1820,,556
FY16-17,Expense,Oakland Parks & Recreation,1010,,41259
FY16-17,Expense,Oakland Parks & Recreation,1820,,13384
FY16-17,Expense,Oakland Parks & Recreation,1820,,2171
FY16-17,Expense,Oakland Parks & Recreation,1010,,81756
FY16-17,Expense,Oakland Parks & Recreation,1820,,6363
FY16-17,Expense,Oakland Parks & Recreation,1820,,6145
FY16-17,Expense,Oakland Parks & Recreation,1820,,3850
FY16-17,Expense,Oakland Parks & Recreation,1010,,37537
FY16-17,Expense,Oakland Parks & Recreation,1820,,21295
FY16-17,Expense,Oakland Parks & Recreation,1010,,1550
FY16-17,Expense,Oakland Parks & Recreation,1010,,32511
FY16-17,Expense,Oakland Parks & Recreation,1820,,4400
FY16-17,Expense,Oakland Parks & Recreation,1820,,300
FY16-17,Expense,Oakland Parks & Recreation,1820,,737
FY16-17,Expense,Oakland Parks & Recreation,1010,,575
FY16-17,Expense,Oakland Parks & Recreation,1820,,655
FY16-17,Expense,Oakland Parks & Recreation,1010,,19134
FY16-17,Expense,Oakland Parks & Recreation,1010,,770
FY16-17,Expense,Oakland Parks & Recreation,1820,,1268
FY16-17,Expense,Oakland Parks & Recreation,1820,,19001
FY16-17,Expense,Oakland Parks & Recreation,1820,,510
FY16-17,Expense,Oakland Parks & Recreation,1010,,29579
FY16-17,Expense,Oakland Parks & Recreation,1010,,625
FY16-17,Expense,Oakland Parks & Recreation,1010,,64421
FY16-17,Expense,Oakland Parks & Recreation,1010,,1170
FY16-17,Expense,Oakland Parks & Recreation,1820,,2534
FY16-17,Expense,Oakland Parks & Recreation,1010,,31786
FY16-17,Expense,Oakland Parks & Recreation,1820,,98
FY16-17,Expense,Oakland Parks & Recreation,1820,,87
FY16-17,Expense,Oakland Parks & Recreation,1010,,69229
FY16-17,Expense,Oakland Parks & Recreation,1820,,511
FY16-17,Expense,Oakland Parks & Recreation,1010,,20563
FY16-17,Expense,Oakland Parks & Recreation,1010,,970
FY16-17,Expense,Oakland Parks & Recreation,1010,,34938
FY16-17,Expense,Oakland Parks & Recreation,1820,,169
FY16-17,Expense,Oakland Parks & Recreation,1010,,905
FY16-17,Expense,Oakland Parks & Recreation,1820,,574
FY16-17,Expense,Oakland Parks & Recreation,1820,,2
FY16-17,Expense,Oakland Parks & Recreation,1820,,398
FY16-17,Expense,Oakland Parks & Recreation,1820,,1000
FY16-17,Expense,Oakland Parks & Recreation,1820,,1000
FY16-17,Expense,Oakland Parks & Recreation,1820,,2900
FY16-17,Expense,Oakland Parks & Recreation,1820,,38764
FY16-17,Expense,Oakland Parks & Recreation,1820,,371633
FY16-17,Expense,Oakland Parks & Recreation,1820,,14417
FY16-17,Expense,Oakland Parks & Recreation,1010,,80434
FY16-17,Expense,Oakland Parks & Recreation,1820,,1417
FY16-17,Expense,Oakland Parks & Recreation,1010,,40592
FY16-17,Expense,Oakland Parks & Recreation,1010,,23890
FY16-17,Expense,Oakland Parks & Recreation,1820,,1050
FY16-17,Expense,Oakland Parks & Recreation,1820,,44359
FY16-17,Expense,Oakland Parks & Recreation,1010,,36930
FY16-17,Expense,Oakland Parks & Recreation,1820,,17798
FY16-17,Expense,Oakland Parks & Recreation,1010,,1875
FY16-17,Expense,Oakland Parks & Recreation,1820,,24316
FY16-17,Expense,Oakland Parks & Recreation,1820,,33457
FY16-17,Expense,Oakland Parks & Recreation,1820,,108
FY16-17,Expense,Oakland Parks & Recreation,1820,,336
FY16-17,Expense,Oakland Parks & Recreation,1010,,300
FY16-17,Expense,Oakland Parks & Recreation,1010,,575
FY16-17,Expense,Oakland Parks & Recreation,1820,,5038
FY16-17,Expense,Oakland Parks & Recreation,1820,,196
FY16-17,Expense,Oakland Parks & Recreation,1010,,36005
FY16-17,Expense,Oakland Parks & Recreation,1820,,600
FY16-17,Expense,Oakland Parks & Recreation,1820,,173
FY16-17,Expense,Oakland Parks & Recreation,1010,,21190
FY16-17,Expense,Oakland Parks & Recreation,1820,,3000
FY16-17,Expense,Oakland Parks & Recreation,1010,,1000
FY16-17,Expense,Oakland Parks & Recreation,1010,,32756
FY16-17,Expense,Oakland Parks & Recreation,1010,,71343
FY16-17,Expense,Oakland Parks & Recreation,1010,,532
FY16-17,Expense,Oakland Parks & Recreation,1010,,591
FY16-17,Expense,Oakland Parks & Recreation,1010,,415
FY16-17,Expense,Oakland Parks & Recreation,1820,,720
FY16-17,Expense,Oakland Parks & Recreation,1010,,110
FY16-17,Expense,Oakland Parks & Recreation,1010,,409
FY16-17,Expense,Oakland Parks & Recreation,1010,,303
FY16-17,Expense,Oakland Parks & Recreation,1010,,176
FY16-17,Expense,Oakland Parks & Recreation,1010,,350
FY16-17,Expense,Oakland Parks & Recreation,1010,,4701
FY16-17,Expense,Oakland Parks & Recreation,1820,,892
FY16-17,Expense,Oakland Parks & Recreation,1010,,18558
FY16-17,Expense,Oakland Parks & Recreation,1010,,62482
FY16-17,Expense,Oakland Parks & Recreation,1010,,-900
FY16-17,Expense,Oakland Parks & Recreation,1010,,28689
FY16-17,Expense,Oakland Parks & Recreation,1010,,300
FY16-17,Expense,Oakland Parks & Recreation,1820,,2737
FY16-17,Expense,Oakland Parks & Recreation,1010,,1170
FY16-17,Expense,Oakland Parks & Recreation,1010,,2100
FY16-17,Expense,Oakland Parks & Recreation,1010,,375
FY16-17,Expense,Oakland Parks & Recreation,1010,,31533
FY16-17,Expense,Oakland Parks & Recreation,1010,,120
FY16-17,Expense,Oakland Parks & Recreation,1010,,6000
FY16-17,Expense,Oakland Parks & Recreation,1010,,10000
FY16-17,Expense,Oakland Parks & Recreation,1010,,1100
FY16-17,Expense,Oakland Parks & Recreation,1010,,880
FY16-17,Expense,Oakland Parks & Recreation,1010,,11900
FY16-17,Expense,Oakland Parks & Recreation,1820,,3500
FY16-17,Expense,Oakland Parks & Recreation,1820,,10647
FY16-17,Expense,Oakland Parks & Recreation,1820,,5195
FY16-17,Expense,Oakland Parks & Recreation,1820,,3850
FY16-17,Expense,Oakland Parks & Recreation,1820,,72474
FY16-17,Expense,Oakland Parks & Recreation,1820,,7960
FY16-17,Expense,Oakland Parks & Recreation,1820,,33276
FY16-17,Expense,Oakland Parks & Recreation,1820,,22559
FY16-17,Expense,Oakland Parks & Recreation,1820,,2100
FY16-17,Expense,Oakland Parks & Recreation,1820,,250
FY16-17,Expense,Oakland Parks & Recreation,1820,,675
FY16-17,Expense,Oakland Parks & Recreation,1820,,130
FY16-17,Expense,Oakland Parks & Recreation,1820,,42788
FY16-17,Expense,Oakland Parks & Recreation,1820,,500
FY16-17,Expense,Oakland Parks & Recreation,1820,,95276
FY16-17,Expense,Oakland Parks & Recreation,1820,,3611
FY16-17,Expense,Oakland Parks & Recreation,1820,,3800
FY16-17,Expense,Oakland Parks & Recreation,1820,,2000
FY16-17,Expense,Oakland Parks & Recreation,1010,,60265
FY16-17,Expense,Oakland Parks & Recreation,1820,,3700
FY16-17,Expense,Oakland Parks & Recreation,1820,,4900
FY16-17,Expense,Oakland Parks & Recreation,1820,,6200
FY16-17,Expense,Oakland Parks & Recreation,1010,,31477
FY16-17,Expense,Oakland Parks & Recreation,1820,,7966
FY16-17,Expense,Oakland Parks & Recreation,1820,,13953
FY16-17,Expense,Oakland Parks & Recreation,1010,,1638
FY16-17,Expense,Oakland Parks & Recreation,1010,,16487
FY16-17,Expense,Oakland Parks & Recreation,1820,,1500
FY16-17,Expense,Oakland Parks & Recreation,1820,,9602
FY16-17,Expense,Oakland Parks & Recreation,1820,,3000
FY16-17,Expense,Oakland Parks & Recreation,1820,,50948
FY16-17,Expense,Oakland Parks & Recreation,1010,,17900
FY16-17,Expense,Oakland Parks & Recreation,1820,,1977
FY16-17,Expense,Oakland Parks & Recreation,1820,,479
FY16-17,Expense,Oakland Parks & Recreation,1010,,2000
FY16-17,Expense,Oakland Parks & Recreation,1010,,618
FY16-17,Expense,Oakland Parks & Recreation,1820,,6225
FY16-17,Expense,Oakland Parks & Recreation,1820,,1200
FY16-17,Expense,Oakland Parks & Recreation,1820,,5550
FY16-17,Expense,Oakland Parks & Recreation,1820,,16293
FY16-17,Expense,Oakland Parks & Recreation,1820,,1000
FY16-17,Expense,Oakland Parks & Recreation,1010,,27671
FY16-17,Expense,Oakland Parks & Recreation,1820,,20912
FY16-17,Expense,Oakland Parks & Recreation,1820,,1037
FY16-17,Expense,Oakland Parks & Recreation,1010,,10000
FY16-17,Expense,Oakland Parks & Recreation,1820,,240
FY16-17,Expense,Oakland Parks & Recreation,1820,,2301
FY16-17,Expense,Oakland Parks & Recreation,1820,,1000
FY16-17,Expense,Oakland Parks & Recreation,1820,,1900
FY16-17,Expense,Oakland Parks & Recreation,1820,,4617
FY16-17,Expense,Oakland Parks & Recreation,1820,,2068
FY16-17,Expense,Oakland Parks & Recreation,1820,,59326
FY16-17,Expense,Oakland Parks & Recreation,1820,,500
FY16-17,Expense,Oakland Parks & Recreation,1820,,3100
FY16-17,Expense,Oakland Parks & Recreation,1820,,500
FY16-17,Expense,Oakland Parks & Recreation,1820,,232
FY16-17,Expense,Oakland Parks & Recreation,1010,,5000
FY16-17,Expense,Oakland Parks & Recreation,1010,,43402
FY16-17,Expense,Oakland Parks & Recreation,1820,,600
FY16-17,Expense,Oakland Parks & Recreation,1820,,1000
FY16-17,Expense,Oakland Parks & Recreation,1010,,25308
FY16-17,Expense,Oakland Parks & Recreation,1820,,1500
FY16-17,Expense,Oakland Parks & Recreation,1010,,48861
FY16-17,Expense,Oakland Parks & Recreation,1820,,14060
FY16-17,Expense,Oakland Parks & Recreation,1820,,500
FY16-17,Expense,Oakland Parks & Recreation,1820,,1100
