Fiscal Year,Account Type,Department,Division,ORG_NAME,Org Description,Fund Code,Fund Description,Account Category,Account Code,Account Description,Amount
FY19,Expense,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex,2010 - 1120 Monroe Complex,6310,Facilities Mgmt-Operating,Personnel Services,7120,Retirement Fund Contribution,3336
FY19,Expense,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex,2010 - 1120 Monroe Complex,6310,Facilities Mgmt-Operating,Personnel Services,7135,Unemployment Compensation,24
FY19,Expense,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex,2010 - 1120 Monroe Complex,6310,Facilities Mgmt-Operating,Supplies,7520,Supplies,11000
FY19,Expense,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex,2010 - 1120 Monroe Complex,6310,Facilities Mgmt-Operating,Other Services and Charges,9180,Water,3500
FY19,Expense,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex,2010 - 1120 Monroe Complex,6310,Facilities Mgmt-Operating,Other Services and Charges,9200,Electricity,55000
FY19,Expense,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex,2010 - 1120 Monroe Complex,6310,Facilities Mgmt-Operating,Other Services and Charges,9210,Natural Gas,9800
FY19,Expense,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex,2010 - 1120 Monroe Complex,6310,Facilities Mgmt-Operating,Other Services and Charges,9340,Maintenance Service,88606
FY19,Expense,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex,2010 - 1120 Monroe Complex,6310,Facilities Mgmt-Operating,Other Services and Charges,9630,Property Taxes,6180
FY19,Expense,Facilities & Fleet Management,Facilities Management,Bridgeview Building,2020 - Bridgeview Building,6310,Facilities Mgmt-Operating,Personnel Services,7020,Full Time Employees,14678
FY19,Expense,Facilities & Fleet Management,Facilities Management,Bridgeview Building,2020 - Bridgeview Building,6310,Facilities Mgmt-Operating,Personnel Services,7105,Employers FICA,1127
FY19,Expense,Facilities & Fleet Management,Facilities Management,Bridgeview Building,2020 - Bridgeview Building,6310,Facilities Mgmt-Operating,Personnel Services,7110,Hospitalization Insurance,4320
FY19,Expense,Facilities & Fleet Management,Facilities Management,Bridgeview Building,2020 - Bridgeview Building,6310,Facilities Mgmt-Operating,Personnel Services,7115,Retiree Health Care-OPEB,1817
FY19,Expense,Facilities & Fleet Management,Facilities Management,Bridgeview Building,2020 - Bridgeview Building,6310,Facilities Mgmt-Operating,Personnel Services,7120,Retirement Fund Contribution,3336
FY19,Expense,Facilities & Fleet Management,Facilities Management,Bridgeview Building,2020 - Bridgeview Building,6310,Facilities Mgmt-Operating,Personnel Services,7135,Unemployment Compensation,24
FY19,Expense,Facilities & Fleet Management,Facilities Management,Bridgeview Building,2020 - Bridgeview Building,6310,Facilities Mgmt-Operating,Supplies,7520,Supplies,5000
FY19,Expense,Facilities & Fleet Management,Facilities Management,Bridgeview Building,2020 - Bridgeview Building,6310,Facilities Mgmt-Operating,Other Services and Charges,9180,Water,3440
FY19,Expense,Facilities & Fleet Management,Facilities Management,Bridgeview Building,2020 - Bridgeview Building,6310,Facilities Mgmt-Operating,Other Services and Charges,9200,Electricity,37000
FY19,Expense,Facilities & Fleet Management,Facilities Management,Bridgeview Building,2020 - Bridgeview Building,6310,Facilities Mgmt-Operating,Other Services and Charges,9210,Natural Gas,11340
FY19,Expense,Facilities & Fleet Management,Facilities Management,Bridgeview Building,2020 - Bridgeview Building,6310,Facilities Mgmt-Operating,Other Services and Charges,9340,Maintenance Service,31548
FY19,Expense,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,Personnel Services,7020,Full Time Employees,17220
FY19,Expense,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,Personnel Services,7105,Employers FICA,1320
FY19,Expense,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,Personnel Services,7110,Hospitalization Insurance,4320
FY19,Expense,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,Personnel Services,7115,Retiree Health Care-OPEB,2124
FY19,Expense,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,Personnel Services,7120,Retirement Fund Contribution,3912
FY19,Expense,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,Personnel Services,7135,Unemployment Compensation,24
FY19,Expense,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,Supplies,7520,Supplies,5200
FY19,Expense,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,Other Services and Charges,8400,Insurance Premiums,6742
FY19,Expense,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,Other Services and Charges,9180,Water,14455
FY19,Expense,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,Other Services and Charges,9200,Electricity,160000
FY19,Expense,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,Other Services and Charges,9210,Natural Gas,460
FY19,Expense,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,Other Services and Charges,9220,Steam,127503
FY19,Expense,Facilities & Fleet Management,Facilities Management,CARC Building,2030 - CARC Building,6310,Facilities Mgmt-Operating,Other Services and Charges,9340,Maintenance Service,17728
FY19,Expense,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Personnel Services,7020,Full Time Employees,137808
FY19,Expense,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Personnel Services,7055,Time & One-half,8000
FY19,Expense,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Personnel Services,7105,Employers FICA,11160
FY19,Expense,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Personnel Services,7110,Hospitalization Insurance,34560
FY19,Expense,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Personnel Services,7115,Retiree Health Care-OPEB,17016
FY19,Expense,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Personnel Services,7120,Retirement Fund Contribution,31272
FY19,Expense,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Personnel Services,7135,Unemployment Compensation,204
FY19,Expense,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Supplies,7520,Supplies,59000
FY19,Expense,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Other Services and Charges,8400,Insurance Premiums,2333
FY19,Expense,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Other Services and Charges,9180,Water,24100
FY19,Expense,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Other Services and Charges,9200,Electricity,380000
FY19,Expense,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Other Services and Charges,9210,Natural Gas,740
FY19,Expense,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Other Services and Charges,9220,Steam,110000
FY19,Expense,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Other Services and Charges,9340,Maintenance Service,220000
FY19,Expense,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Other Services and Charges,9410,Equipment Rentals or Lease,1018
FY19,Expense,Facilities & Fleet Management,Facilities Management,City-County Complex 300 Monroe,2040 - City-County Complex 300 Monroe,6310,Facilities Mgmt-Operating,Other Services and Charges,9440,Fleet Management Equipment Charges,25245
FY19,Expense,Facilities & Fleet Management,Facilities Management,City Hall Only-300 Monroe,2050 - City Hall Only-300 Monroe,6310,Facilities Mgmt-Operating,Personnel Services,7055,Time & One-half,2900
FY19,Expense,Facilities & Fleet Management,Facilities Management,City Hall Only-300 Monroe,2050 - City Hall Only-300 Monroe,6310,Facilities Mgmt-Operating,Personnel Services,7105,Employers FICA,222
FY19,Expense,Facilities & Fleet Management,Facilities Management,City Hall Only-300 Monroe,2050 - City Hall Only-300 Monroe,6310,Facilities Mgmt-Operating,Supplies,7520,Supplies,2500
FY19,Expense,Facilities & Fleet Management,Facilities Management,City Hall Only-300 Monroe,2050 - City Hall Only-300 Monroe,6310,Facilities Mgmt-Operating,Other Services and Charges,9340,Maintenance Service,142274
FY19,Expense,Facilities & Fleet Management,Facilities Management,City Hall Only-300 Monroe,2050 - City Hall Only-300 Monroe,6310,Facilities Mgmt-Operating,Other Services and Charges,9630,Property Taxes,14420
FY19,Expense,Facilities & Fleet Management,Facilities Management,333 Market-Fleet Facilities,2060 - 333 Market-Fleet Facilities,6310,Facilities Mgmt-Operating,Personnel Services,7020,Full Time Employees,4895
FY19,Expense,Facilities & Fleet Management,Facilities Management,333 Market-Fleet Facilities,2060 - 333 Market-Fleet Facilities,6310,Facilities Mgmt-Operating,Personnel Services,7105,Employers FICA,380
FY19,Expense,Facilities & Fleet Management,Facilities Management,333 Market-Fleet Facilities,2060 - 333 Market-Fleet Facilities,6310,Facilities Mgmt-Operating,Personnel Services,7110,Hospitalization Insurance,1440
FY19,Expense,Facilities & Fleet Management,Facilities Management,333 Market-Fleet Facilities,2060 - 333 Market-Fleet Facilities,6310,Facilities Mgmt-Operating,Personnel Services,7115,Retiree Health Care-OPEB,606
FY19,Expense,Facilities & Fleet Management,Facilities Management,333 Market-Fleet Facilities,2060 - 333 Market-Fleet Facilities,6310,Facilities Mgmt-Operating,Personnel Services,7120,Retirement Fund Contribution,1116
FY19,Expense,Facilities & Fleet Management,Facilities Management,333 Market-Fleet Facilities,2060 - 333 Market-Fleet Facilities,6310,Facilities Mgmt-Operating,Personnel Services,7135,Unemployment Compensation,12
FY19,Expense,Facilities & Fleet Management,Facilities Management,333 Market-Fleet Facilities,2060 - 333 Market-Fleet Facilities,6310,Facilities Mgmt-Operating,Supplies,7520,Supplies,8500
FY19,Expense,Facilities & Fleet Management,Facilities Management,333 Market-Fleet Facilities,2060 - 333 Market-Fleet Facilities,6310,Facilities Mgmt-Operating,Other Services and Charges,9180,Water,22000
