Fiscal Year,Account Type,Department,Division,Fund Description,Account Category,Account Description,Amount
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Other Services and Charges,Employee Phone Reimbursement,-120
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Other Services and Charges,Postage,13000
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Other Services and Charges,Transportation-Mileage Reimbursement,250
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Other Services and Charges,Professional Development,7500
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Other Services and Charges,Other Travel & Training,1000
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Other Services and Charges,Local Business Expense,110
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Other Services and Charges,Memberships,1500
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Other Services and Charges,Maintenance Service,2000
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Other Services and Charges,Equipment Rentals or Lease,1957
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,94780
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Other Services and Charges,311 Call Center Services,569
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Other Services and Charges,Employee Parking,7542
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Other Services and Charges,Computer Services-from IT,709703
FY20,Revenue,Comptroller,Comptroller,General Fund Operating,Other Revenues,Reimbursements,1000
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Supplies,Supplies,1000
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Personnel Services,Full Time Employees,68793
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Personnel Services,Employers FICA,5264
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Personnel Services,Hospitalization Insurance,15396
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,5885
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Personnel Services,Retirement Fund Contribution,15575
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Personnel Services,Unemployment Compensation,96
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Other Services and Charges,Contractual Services,20000
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Other Services and Charges,Professional Development,2500
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Other Services and Charges,Memberships,425
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Other Services and Charges,Employee Parking,2414
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Supplies,Supplies,3000
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Personnel Services,Full Time Employees,78576
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Personnel Services,Employers FICA,6012
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Personnel Services,Hospitalization Insurance,15396
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,6720
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Personnel Services,Retirement Fund Contribution,17784
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Personnel Services,Unemployment Compensation,108
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Other Services and Charges,Contract Employees-Temporary Services,25000
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Other Services and Charges,Postage,100
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Other Services and Charges,Professional Development,2500
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Other Services and Charges,Memberships,400
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Other Services and Charges,Employee Parking,1824
FY20,Revenue,Comptroller,Comptroller,General Fund Operating,Charges for Services,Service Fees-General,350
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Supplies,Supplies,6000
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Personnel Services,Full Time Employees,170351
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Personnel Services,Employers FICA,13031
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Personnel Services,Hospitalization Insurance,46188
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Personnel Services,Retiree Health Care-OPEB,14567
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Personnel Services,Retirement Fund Contribution,38553
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Personnel Services,Unemployment Compensation,240
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Other Services and Charges,Contract Employees-Temporary Services,25000
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Other Services and Charges,Professional Development,4000
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Other Services and Charges,Memberships,250
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Other Services and Charges,Maintenance Service,3800
FY20,Expense,Comptroller,Comptroller,General Fund Operating,Other Services and Charges,Employee Parking,3482
FY20,Expense,Engineering,Engineering Services,Sidewalk Repair,Supplies,Supplies,9000
FY20,Expense,Engineering,Engineering Services,Sidewalk Repair,Other Financing,Operating Trans-Misc,64891
FY20,Expense,Engineering,Engineering Services,Sidewalk Repair,Personnel Services,Full Time Employees,210372
FY20,Expense,Engineering,Engineering Services,Sidewalk Repair,Personnel Services,Temporary Noncontract Employees,29846
FY20,Expense,Engineering,Engineering Services,Sidewalk Repair,Personnel Services,Time & One-half,2000
FY20,Expense,Engineering,Engineering Services,Sidewalk Repair,Personnel Services,Employers FICA,18556
FY20,Expense,Engineering,Engineering Services,Sidewalk Repair,Personnel Services,Hospitalization Insurance,54204
FY20,Expense,Engineering,Engineering Services,Sidewalk Repair,Personnel Services,Retiree Health Care-OPEB,17964
FY20,Expense,Engineering,Engineering Services,Sidewalk Repair,Personnel Services,Retirement Fund Contribution,47586
FY20,Expense,Engineering,Engineering Services,Sidewalk Repair,Personnel Services,Unemployment Compensation,1432
FY20,Expense,Engineering,Engineering Services,Sidewalk Repair,Personnel Services,Clothing-Car Allowance,78
FY20,Expense,Engineering,Engineering Services,Sidewalk Repair,Other Services and Charges,Contractual Services,1745000
FY20,Expense,Engineering,Engineering Services,Sidewalk Repair,Other Services and Charges,Claims,43154
FY20,Expense,Engineering,Engineering Services,Sidewalk Repair,Other Services and Charges,Telephone,2400
FY20,Expense,Engineering,Engineering Services,Sidewalk Repair,Other Services and Charges,Postage,1000
FY20,Expense,Engineering,Engineering Services,Sidewalk Repair,Other Services and Charges,Professional Development,3500
FY20,Expense,Engineering,Engineering Services,Sidewalk Repair,Other Services and Charges,Fleet Management Equipment Charges,7752
FY20,Expense,Engineering,Engineering Services,Sidewalk Repair,Other Services and Charges,311 Call Center Services,10996
FY20,Expense,Engineering,Engineering Services,Sidewalk Repair,Other Services and Charges,Employee Parking,1101
FY20,Expense,Engineering,Engineering Services,Sidewalk Repair,Other Services and Charges,Computer Services-from IT,22437
FY20,Expense,Engineering,Engineering Services,Sidewalk Repair,Other Services and Charges,A-87 Cost Allocation,33551
FY20,Revenue,Engineering,Engineering Services,Sidewalk Repair,Taxes,City Income Taxes,2503967
FY20,Revenue,Engineering,Engineering Services,Sidewalk Repair,Taxes,City Income Tax Refunds,-250183
FY20,Revenue,Engineering,Engineering Services,Sidewalk Repair,Taxes,City Income Tax Penalties and Interest,8561
FY20,Revenue,Engineering,Engineering Services,Sidewalk Repair,Other Revenues,Interest-Penalties on Special Assessment,500
FY20,Revenue,Engineering,Engineering Services,Sidewalk Repair,Licenses & Permits,Sidewalks-Builders License,4000
FY20,Revenue,Engineering,Engineering Services,Sidewalk Repair,Licenses & Permits,Snow Plow License,7500
FY20,Revenue,Engineering,Engineering Services,Sidewalk Repair,Licenses & Permits,Sidewalks-Form-Final Inspection,16000
FY20,Revenue,Engineering,Engineering Services,Sidewalk Repair,Charges for Services,Service Fees-General,6500
FY20,Revenue,Engineering,Engineering Services,Sidewalk Repair,Investment Income & Rentals,Interest on Investment,15406
FY20,Revenue,Engineering,Engineering Services,Sidewalk Repair,Investment Income & Rentals,Investment Gains & Losses,10000
FY20,Expense,Engineering,Engineering Services,Engineering Services,Supplies,Supplies,97291
FY20,Expense,Engineering,Engineering Services,Engineering Services,Supplies,Subscriptions and Publications,1500
FY20,Expense,Engineering,Engineering Services,Engineering Services,Personnel Services,Full Time Employees,1067118
FY20,Expense,Engineering,Engineering Services,Engineering Services,Personnel Services,Acting Assignment,5000
FY20,Expense,Engineering,Engineering Services,Engineering Services,Personnel Services,Time & One-half,10000
FY20,Expense,Engineering,Engineering Services,Engineering Services,Personnel Services,Employers FICA,85741
FY20,Expense,Engineering,Engineering Services,Engineering Services,Personnel Services,Hospitalization Insurance,213228
FY20,Expense,Engineering,Engineering Services,Engineering Services,Personnel Services,Retiree Health Care-OPEB,91250
FY20,Expense,Engineering,Engineering Services,Engineering Services,Personnel Services,Retirement Fund Contribution,241494
FY20,Expense,Engineering,Engineering Services,Engineering Services,Personnel Services,Unemployment Compensation,1504
FY20,Expense,Engineering,Engineering Services,Engineering Services,Personnel Services,Clothing-Car Allowance,1010
FY20,Expense,Engineering,Engineering Services,Engineering Services,Other Services and Charges,Contractual Services,109760
FY20,Expense,Engineering,Engineering Services,Engineering Services,Other Services and Charges,Contract Employees-Temporary Services,106667
FY20,Expense,Engineering,Engineering Services,Engineering Services,Other Services and Charges,Fees,2000
FY20,Expense,Engineering,Engineering Services,Engineering Services,Other Services and Charges,Wellness Plan,3000
FY20,Expense,Engineering,Engineering Services,Engineering Services,Other Services and Charges,Claims,55101
FY20,Expense,Engineering,Engineering Services,Engineering Services,Other Services and Charges,Telephone,12000
FY20,Expense,Engineering,Engineering Services,Engineering Services,Other Services and Charges,Community Promotion,139655
FY20,Expense,Engineering,Engineering Services,Engineering Services,Other Services and Charges,Printing & Publishing,1500
FY20,Expense,Engineering,Engineering Services,Engineering Services,Other Services and Charges,Professional Development,20500
FY20,Expense,Engineering,Engineering Services,Engineering Services,Other Services and Charges,Local Business Expense,700
FY20,Expense,Engineering,Engineering Services,Engineering Services,Other Services and Charges,Memberships,4337
FY20,Expense,Engineering,Engineering Services,Engineering Services,Other Services and Charges,Equipment Rentals or Lease,19868
FY20,Expense,Engineering,Engineering Services,Engineering Services,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,178870
FY20,Expense,Engineering,Engineering Services,Engineering Services,Other Services and Charges,Fleet Management Equipment Charges,42439
FY20,Expense,Engineering,Engineering Services,Engineering Services,Other Services and Charges,311 Call Center Services,30333
FY20,Expense,Engineering,Engineering Services,Engineering Services,Other Services and Charges,Employee Parking,68251
FY20,Expense,Engineering,Engineering Services,Engineering Services,Other Services and Charges,Computer Services-from IT,220701
FY20,Expense,Engineering,Engineering Services,Engineering Services,Other Services and Charges,A-87 Cost Allocation,410684
FY20,Revenue,Engineering,Engineering Services,Engineering Services,Licenses & Permits,Utility Construction Permits,25000
FY20,Revenue,Engineering,Engineering Services,Engineering Services,Licenses & Permits,Temporary Occupancy Permits,125000
FY20,Revenue,Engineering,Engineering Services,Engineering Services,Licenses & Permits,Encroachment Permits,18000
FY20,Revenue,Engineering,Engineering Services,Engineering Services,Charges for Services,Service Fees-General,600
FY20,Revenue,Engineering,Engineering Services,Engineering Services,Investment Income & Rentals,Interest on Investment,92606
FY20,Expense,Engineering,Engineering Services,Capital Improvement,Capital Outlays,Construction In Progress,3110000
FY20,Revenue,Engineering,Engineering Services,Capital Improvement,Other Financing Sources,Proceeds from Sale of Bonds-Notes,1400000
FY20,Revenue,Engineering,Engineering Services,Capital Improvement,Other Financing Sources,Operating Transfers-Capital Projects,1710000
FY20,Expense,Engineering,Engineering Services,Local Streets,Capital Outlays,Street Preventative Maintenance,2082149
FY20,Expense,Engineering,Engineering Services,Local Streets,Other Financing,Operating Trans-Misc,400000
FY20,Revenue,Engineering,Engineering Services,Local Streets,State Grants,Gas-Weight Tax,2482149
FY20,Expense,Engineering,Engineering Services,Engineering Services,Other Financing,Operating Trans-Dev Center,2450
FY20,Expense,Engineering,Engineering Services,Major Streets,Capital Outlays,Street Preventative Maintenance,3793180
