Budget type,DEPARTMENT_NAME,DIVISION_NAME,ORG_NAME,ORG_DESC,FUND,FUND_NAME,ACCT_TYPE,ACCT_CAT,ACCT_CODE,ACCT_DESCR,AMOUNT
FY20,Authorities,SmartZone LDFA,Infrastructure Investments,5000 - Infrastructure Investments,2500,SmartZone LDFA,Expense,Other Financing,9951,Operating Trans Out-Subsidies,25000
FY20,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7811,Southtown Corridor Improvement District,Expense,Supplies,7520,Supplies,20000
FY20,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7811,Southtown Corridor Improvement District,Expense,Capital Outlays,9880,Construction In Progress,60000
FY20,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7811,Southtown Corridor Improvement District,Expense,Other Services and Charges,8010,Contractual Services,65000
FY20,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7811,Southtown Corridor Improvement District,Revenue,Taxes,4020,Real Property Taxes,150387
FY20,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7811,Southtown Corridor Improvement District,Revenue,Taxes,4140,"Allowance for Refunds-BOR, MTT",-500
FY20,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7811,Southtown Corridor Improvement District,Revenue,Investment Income & Rentals,6651,Interest on Investment,3030
FY20,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7812,North Quarter Corridor Improvement District,Expense,Supplies,7520,Supplies,5000
FY20,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7812,North Quarter Corridor Improvement District,Expense,Other Services and Charges,8010,Contractual Services,2500
FY20,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7812,North Quarter Corridor Improvement District,Revenue,Other Revenues,6743,Restricted Contributions,6000
FY20,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7812,North Quarter Corridor Improvement District,Revenue,Investment Income & Rentals,6651,Interest on Investment,242
FY20,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7813,Uptown Corridor Improvement District,Expense,Capital Outlays,9880,Construction In Progress,70000
FY20,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7813,Uptown Corridor Improvement District,Expense,Other Services and Charges,8010,Contractual Services,32750
FY20,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7813,Uptown Corridor Improvement District,Expense,Other Services and Charges,8030,Administrative Services,21600
FY20,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7813,Uptown Corridor Improvement District,Revenue,Taxes,4020,Real Property Taxes,127521
FY20,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7813,Uptown Corridor Improvement District,Revenue,Taxes,4140,"Allowance for Refunds-BOR, MTT",-500
FY20,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7813,Uptown Corridor Improvement District,Revenue,Investment Income & Rentals,6651,Interest on Investment,1770
FY20,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7814,West Side Corridor Improvement District,Expense,Supplies,7520,Supplies,20000
FY20,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7814,West Side Corridor Improvement District,Expense,Capital Outlays,9880,Construction In Progress,15000
FY20,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7814,West Side Corridor Improvement District,Expense,Other Services and Charges,8010,Contractual Services,75000
FY20,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7814,West Side Corridor Improvement District,Expense,Other Services and Charges,8800,Community Promotion,15000
FY20,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7814,West Side Corridor Improvement District,Revenue,Taxes,4020,Real Property Taxes,111021
FY20,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7814,West Side Corridor Improvement District,Revenue,Taxes,4140,"Allowance for Refunds-BOR, MTT",-500
FY20,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7814,West Side Corridor Improvement District,Revenue,Investment Income & Rentals,6651,Interest on Investment,1579
FY20,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7815,Michigan Street Corridor Improvement District,Expense,Supplies,7520,Supplies,5000
FY20,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7815,Michigan Street Corridor Improvement District,Expense,Capital Outlays,9880,Construction In Progress,5000
FY20,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7815,Michigan Street Corridor Improvement District,Expense,Other Services and Charges,8010,Contractual Services,8300
FY20,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7815,Michigan Street Corridor Improvement District,Revenue,Taxes,4020,Real Property Taxes,17081
FY20,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7815,Michigan Street Corridor Improvement District,Revenue,Taxes,4140,"Allowance for Refunds-BOR, MTT",-500
FY20,Authorities,Corridor Improvement Districts,Operations,2000 - Operations,7815,Michigan Street Corridor Improvement District,Revenue,Investment Income & Rentals,6651,Interest on Investment,629
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2482,DDA School Tax Increment,Expense,Debt Service,9910,Principal,6275000
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2482,DDA School Tax Increment,Expense,Debt Service,9920,Interest to Financial Institution,955500
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2482,DDA School Tax Increment,Revenue,Taxes,4020,Real Property Taxes,8784368
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2482,DDA School Tax Increment,Revenue,Taxes,4140,"Allowance for Refunds-BOR, MTT",-75000
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2482,DDA School Tax Increment,Revenue,Taxes,4150,Allowance for Charge Backs,-1250000
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2482,DDA School Tax Increment,Revenue,Investment Income & Rentals,6651,Interest on Investment,12413
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2483,DDA Non Tax Increment,Expense,Supplies,7520,Supplies,5517
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2483,DDA Non Tax Increment,Revenue,Other Revenues,6723,Interest-Penalties on Special Assessment,15000
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2483,DDA Non Tax Increment,Revenue,Other Revenues,6743,Restricted Contributions,125000
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2483,DDA Non Tax Increment,Revenue,Other Revenues,6761,Reimbursements,26029
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2483,DDA Non Tax Increment,Revenue,Other Revenues,6886,Float Loan Repayments,100000
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2483,DDA Non Tax Increment,Revenue,Charges for Services,6524,Parking Fees-DDA Arena Operation,226253
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2483,DDA Non Tax Increment,Revenue,Investment Income & Rentals,6651,Interest on Investment,44505
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2483,DDA Non Tax Increment,Revenue,Investment Income & Rentals,6655,Other Interest Income,17498
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2483,DDA Non Tax Increment,Revenue,Investment Income & Rentals,6671,Rentals-Facilities,53071
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2484,DDA Local Tax Increment,Expense,Debt Service,9910,Principal,289750
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2484,DDA Local Tax Increment,Expense,Debt Service,9920,Interest to Financial Institution,52058
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2484,DDA Local Tax Increment,Expense,Debt Service,9930,Paying Agent Fees,1250
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2484,DDA Local Tax Increment,Expense,Other Financing,9951,Operating Trans Out-Subsidies,75000
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2484,DDA Local Tax Increment,Expense,Personnel Services,7020,Full Time Employees,33096
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2484,DDA Local Tax Increment,Expense,Personnel Services,7105,Employers FICA,2532
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2484,DDA Local Tax Increment,Expense,Personnel Services,7110,Hospitalization Insurance,5076
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2484,DDA Local Tax Increment,Expense,Personnel Services,7115,Retiree Health Care-OPEB,2832
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2484,DDA Local Tax Increment,Expense,Personnel Services,7120,Retirement Fund Contribution,7488
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2484,DDA Local Tax Increment,Expense,Personnel Services,7135,Unemployment Compensation,48
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2484,DDA Local Tax Increment,Expense,Other Services and Charges,8010,Contractual Services,1089982
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2484,DDA Local Tax Increment,Expense,Other Services and Charges,8450,Claims,12566
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2484,DDA Local Tax Increment,Expense,Other Services and Charges,9510,A-87 Cost Allocation,128665
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2484,DDA Local Tax Increment,Revenue,Taxes,4020,Real Property Taxes,6225709
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2484,DDA Local Tax Increment,Revenue,Taxes,4140,"Allowance for Refunds-BOR, MTT",-75000
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2484,DDA Local Tax Increment,Revenue,Taxes,4150,Allowance for Charge Backs,-622571
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2484,DDA Local Tax Increment,Revenue,Other Revenues,6743,Restricted Contributions,1500000
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2484,DDA Local Tax Increment,Revenue,Other Revenues,6761,Reimbursements,33540
FY20,Authorities,Downtown Development Authority,Administration,1000 - Administration,2484,DDA Local Tax Increment,Revenue,Investment Income & Rentals,6651,Interest on Investment,46610
FY20,Authorities,Downtown Development Authority,Vibrancy-Marketing,4010 - Vibrancy-Marketing,2483,DDA Non Tax Increment,Expense,Supplies,7520,Supplies,545000
FY20,Authorities,Downtown Development Authority,Vibrancy-Marketing,4010 - Vibrancy-Marketing,2483,DDA Non Tax Increment,Expense,Other Services and Charges,8010,Contractual Services,538000
FY20,Authorities,Downtown Development Authority,Vibrancy-Marketing,4010 - Vibrancy-Marketing,2483,DDA Non Tax Increment,Expense,Other Services and Charges,8800,Community Promotion,150000
FY20,Authorities,Downtown Development Authority,Vibrancy-Marketing,4010 - Vibrancy-Marketing,2483,DDA Non Tax Increment,Expense,Other Services and Charges,9200,Electricity,10000
FY20,Authorities,Downtown Development Authority,Livability-Operations,3010 - Livability-Operations,2483,DDA Non Tax Increment,Expense,Other Services and Charges,9340,Maintenance Service,32000
FY20,Authorities,Downtown Development Authority,Investment-Development Incenti,5010 - Investment-Development Incenti,2484,DDA Local Tax Increment,Expense,Supplies,7520,Supplies,500000
FY20,Authorities,Downtown Development Authority,Investment-Development Incenti,5010 - Investment-Development Incenti,2484,DDA Local Tax Increment,Expense,Capital Outlays,9880,Construction In Progress,2908000
FY20,Authorities,Downtown Development Authority,Investment-Development Incenti,5010 - Investment-Development Incenti,2484,DDA Local Tax Increment,Expense,Other Services and Charges,8010,Contractual Services,1065000
FY20,Authorities,Downtown Development Authority,Investment-Development Incenti,5010 - Investment-Development Incenti,2484,DDA Local Tax Increment,Expense,Other Services and Charges,8800,Community Promotion,350000
FY20,Authorities,Downtown Development Authority,Investment-Development Incenti,5010 - Investment-Development Incenti,2484,DDA Local Tax Increment,Expense,Other Services and Charges,9170,Developer Proj TIR Reimbursement,1400000
FY20,Authorities,Downtown Development Authority,Investment-Development Incenti,5010 - Investment-Development Incenti,2484,DDA Local Tax Increment,Expense,Other Services and Charges,9340,Maintenance Service,150000
FY20,Authorities,Downtown Development Authority,Investment-Development Incenti,5010 - Investment-Development Incenti,2484,DDA Local Tax Increment,Expense,Other Services and Charges,9410,Equipment Rentals or Lease,100000
FY20,Authorities,GV Regional BioSolid Authority,Operations & Administration,1000 - Operations & Administration,7900,Bio-Solids Operating Fund,Expense,Supplies,7520,Supplies,758000
FY20,Authorities,GV Regional BioSolid Authority,Operations & Administration,1000 - Operations & Administration,7900,Bio-Solids Operating Fund,Expense,Debt Service,9920,Interest to Financial Institution,385803
FY20,Authorities,GV Regional BioSolid Authority,Operations & Administration,1000 - Operations & Administration,7900,Bio-Solids Operating Fund,Expense,Other Services and Charges,8010,Contractual Services,4519910
FY20,Authorities,GV Regional BioSolid Authority,Operations & Administration,1000 - Operations & Administration,7900,Bio-Solids Operating Fund,Expense,Other Services and Charges,9410,Equipment Rentals or Lease,409760
FY20,Authorities,GV Regional BioSolid Authority,Operations & Administration,1000 - Operations & Administration,7900,Bio-Solids Operating Fund,Expense,Other Services and Charges,9510,A-87 Cost Allocation,1532
FY20,Authorities,GV Regional BioSolid Authority,Operations & Administration,1000 - Operations & Administration,7900,Bio-Solids Operating Fund,Revenue,Other Revenues,6741,Unrestricted Contributions,7843473
FY20,Authorities,Tax Increment Financing Authority,Administration,1000 - Administration,2470,Tax Increment Finance Authority,Expense,Supplies,7520,Supplies,161500
FY20,Authorities,Tax Increment Financing Authority,Administration,1000 - Administration,2470,Tax Increment Finance Authority,Expense,Debt Service,9910,Principal,35400
