Fiscal Year,Account Type,Department,Division,Fund Description,Account Category,Account Description,Amount
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Personnel Services,Unemployment Compensation,12
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Supplies,Supplies,8500
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Other Services and Charges,Water,22000
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Other Services and Charges,Electricity,30500
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Other Services and Charges,Natural Gas,35887
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Other Services and Charges,Maintenance Service,83819
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Personnel Services,Full Time Employees,4895
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Personnel Services,Employers FICA,380
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Personnel Services,Hospitalization Insurance,1440
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Personnel Services,Retiree Health Care-OPEB,606
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Personnel Services,Retirement Fund Contribution,1116
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Personnel Services,Unemployment Compensation,12
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Supplies,Supplies,3800
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Other Services and Charges,Water,740
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Other Services and Charges,Electricity,17200
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Other Services and Charges,Natural Gas,7500
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Other Services and Charges,Maintenance Service,6974
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Personnel Services,Full Time Employees,4895
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Personnel Services,Employers FICA,380
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Personnel Services,Hospitalization Insurance,1440
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Personnel Services,Retiree Health Care-OPEB,606
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Personnel Services,Retirement Fund Contribution,1116
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Personnel Services,Unemployment Compensation,12
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Supplies,Supplies,550
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Other Services and Charges,Maintenance Service,6189
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Personnel Services,Full Time Employees,74640
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Personnel Services,Time & One-half,300
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Personnel Services,Employers FICA,5712
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Personnel Services,Hospitalization Insurance,18720
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Personnel Services,Retiree Health Care-OPEB,9216
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Personnel Services,Retirement Fund Contribution,16944
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Personnel Services,Unemployment Compensation,108
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Supplies,Supplies,38000
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Other Services and Charges,Water,12600
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Other Services and Charges,Electricity,313000
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Other Services and Charges,Natural Gas,28300
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Other Services and Charges,Maintenance Service,270000
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Other Services and Charges,Property Taxes,38934
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Personnel Services,Full Time Employees,62315
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Personnel Services,Time & One-half,800
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Personnel Services,Employers FICA,4772
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Personnel Services,Hospitalization Insurance,15840
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Personnel Services,Retiree Health Care-OPEB,7698
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Personnel Services,Retirement Fund Contribution,14148
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Personnel Services,Unemployment Compensation,96
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Supplies,Supplies,44000
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Other Services and Charges,Insurance Premiums,13652
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Other Services and Charges,Water,20500
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Other Services and Charges,Electricity,75000
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Other Services and Charges,Natural Gas,69630
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Other Services and Charges,Maintenance Service,270000
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Mgmt-Operating,Other Services and Charges,Fleet Management Equipment Charges,4496
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Management-Capital,Capital Outlays,Building,239200
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Management-Capital,Capital Outlays,Building,157550
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Management-Capital,Capital Outlays,Building,330625
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Management-Capital,Capital Outlays,Building,463007
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Management-Capital,Capital Outlays,Building,1358304
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Management-Capital,Capital Outlays,Building,345270
FY19,Expense,Facilities & Fleet Management,Facilities Management,Facilities Management-Capital,Capital Outlays,Building,231655
FY19,Expense,Facilities & Fleet Management,Fleet Management,Motor Equipment-Capital,Capital Outlays,Vehicles,4642074
FY19,Expense,Facilities & Fleet Management,Fleet Management,Vehicle Storage Facility,Personnel Services,Full Time Employees,86606
FY19,Expense,Facilities & Fleet Management,Fleet Management,Vehicle Storage Facility,Personnel Services,Temporary Noncontract Employees,2500
FY19,Expense,Facilities & Fleet Management,Fleet Management,Vehicle Storage Facility,Personnel Services,Time & One-half,2500
FY19,Expense,Facilities & Fleet Management,Fleet Management,Vehicle Storage Facility,Personnel Services,Employers FICA,6623
FY19,Expense,Facilities & Fleet Management,Fleet Management,Vehicle Storage Facility,Personnel Services,Hospitalization Insurance,18720
FY19,Expense,Facilities & Fleet Management,Fleet Management,Vehicle Storage Facility,Personnel Services,Retiree Health Care-OPEB,10710
FY19,Expense,Facilities & Fleet Management,Fleet Management,Vehicle Storage Facility,Personnel Services,Retirement Fund Contribution,19688
FY19,Expense,Facilities & Fleet Management,Fleet Management,Vehicle Storage Facility,Personnel Services,Unemployment Compensation,120
FY19,Expense,Facilities & Fleet Management,Fleet Management,Vehicle Storage Facility,Supplies,Supplies,2000
FY19,Expense,Facilities & Fleet Management,Fleet Management,Vehicle Storage Facility,Other Services and Charges,Contractual Services,367104
FY19,Expense,Facilities & Fleet Management,Fleet Management,Vehicle Storage Facility,Other Services and Charges,Claims,3601
FY19,Expense,Facilities & Fleet Management,Fleet Management,Vehicle Storage Facility,Other Services and Charges,Employee Phone Reimbursement,525
FY19,Expense,Facilities & Fleet Management,Fleet Management,Vehicle Storage Facility,Other Services and Charges,Printing & Publishing,6426
FY19,Expense,Facilities & Fleet Management,Fleet Management,Vehicle Storage Facility,Other Services and Charges,Electricity,12250
FY19,Expense,Facilities & Fleet Management,Fleet Management,Vehicle Storage Facility,Other Services and Charges,Maintenance Service,20815
FY19,Expense,Facilities & Fleet Management,Fleet Management,Vehicle Storage Facility,Other Services and Charges,Land Rental or Lease,25000
FY19,Expense,Facilities & Fleet Management,Fleet Management,Vehicle Storage Facility,Other Services and Charges,Equipment Rentals or Lease,5831
FY19,Expense,Facilities & Fleet Management,Fleet Management,Vehicle Storage Facility,Other Services and Charges,Buildings Rentals or Lease-Facility Mgmt,1749
FY19,Expense,Facilities & Fleet Management,Fleet Management,Vehicle Storage Facility,Other Services and Charges,Fleet Management Equipment Charges,7474
FY19,Expense,Facilities & Fleet Management,Fleet Management,Vehicle Storage Facility,Other Services and Charges,Employee Parking,696
FY19,Expense,Facilities & Fleet Management,Fleet Management,Vehicle Storage Facility,Other Services and Charges,Computer Services-from IT,7429
FY19,Expense,Facilities & Fleet Management,Fleet Management,Vehicle Storage Facility,Capital Outlays,Equipment,5000
FY19,Expense,Facilities & Fleet Management,Fleet Management,Vehicle Storage Facility,Capital Outlays,Software,10000
FY19,Expense,Facilities & Fleet Management,Fleet Management,Vehicle Storage Facility,Other Financing,Operating Transfers-A87 Cost,13066
FY19,Expense,Facilities & Fleet Management,Fleet Management,Vehicle Storage Facility,Other Financing,Operating Trans-Misc,154980
FY19,Expense,Facilities & Fleet Management,Facilities Management,Capital Improvement,Capital Outlays,Building,2836392
FY19,Expense,Fire,Fire,General Fund Operating,Personnel Services,Full Time Employees,1215829
FY19,Expense,Fire,Fire,General Fund Operating,Personnel Services,Acting Assignment,5177
FY19,Expense,Fire,Fire,General Fund Operating,Personnel Services,Temporary Noncontract Employees,15000
FY19,Expense,Fire,Fire,General Fund Operating,Personnel Services,Time & One-half,77375
FY19,Expense,Fire,Fire,General Fund Operating,Personnel Services,Employers FICA,52621
FY19,Expense,Fire,Fire,General Fund Operating,Personnel Services,Hospitalization Insurance,216000
